project_id,sov_line_id,material_total_cost,estimated_material_cost,material_overrun_ratio
PRJ-2018-059,PRJ-2018-059-SOV-06,344281.89,334900,1.028
PRJ-2018-059,PRJ-2018-059-SOV-07,1420573.6400000001,0,2.0
PRJ-2018-059,PRJ-2018-059-SOV-08,828744.89,0,2.0
PRJ-2018-059,PRJ-2018-059-SOV-09,748122.79,0,2.0
PRJ-2018-059,PRJ-2018-059-SOV-10,339353.67,330100,1.028
PRJ-2018-059,PRJ-2018-059-SOV-11,131241.08000000002,127600,1.029
PRJ-2018-059,PRJ-2018-059-SOV-12,186984.22,0,2.0
PRJ-2018-059,PRJ-2018-059-SOV-13,0.0,0,0.0
PRJ-2018-059,PRJ-2018-059-SOV-14,0.0,113700,0.0
PRJ-2018-059,PRJ-2018-059-SOV-15,0.0,77300,0.0
PRJ-2018-060,PRJ-2018-060-SOV-01,0.0,257800,0.0
PRJ-2018-060,PRJ-2018-060-SOV-02,0.0,132700,0.0
PRJ-2018-060,PRJ-2018-060-SOV-03,385052.45999999996,377700,1.019
PRJ-2018-060,PRJ-2018-060-SOV-04,374817.01,367600,1.02
PRJ-2018-060,PRJ-2018-060-SOV-05,361927.62,355000,1.02
PRJ-2018-060,PRJ-2018-060-SOV-06,211443.65,207400,1.019
PRJ-2018-060,PRJ-2018-060-SOV-07,1301648.97,0,2.0
PRJ-2018-060,PRJ-2018-060-SOV-08,1214723.5,0,2.0
PRJ-2018-060,PRJ-2018-060-SOV-09,685646.35,0,2.0
PRJ-2018-060,PRJ-2018-060-SOV-10,350960.19,344200,1.02
PRJ-2018-060,PRJ-2018-060-SOV-11,137722.82,135000,1.02
PRJ-2018-060,PRJ-2018-060-SOV-12,219046.22,0,2.0
PRJ-2018-060,PRJ-2018-060-SOV-13,0.0,0,0.0
PRJ-2018-060,PRJ-2018-060-SOV-14,0.0,79700,0.0
PRJ-2018-060,PRJ-2018-060-SOV-15,0.0,45800,0.0
PRJ-2018-061,PRJ-2018-061-SOV-01,0.0,556400,0.0
PRJ-2018-061,PRJ-2018-061-SOV-02,0.0,286900,0.0
PRJ-2018-061,PRJ-2018-061-SOV-03,1154894.3399999999,1173300,0.984
PRJ-2018-061,PRJ-2018-061-SOV-04,1348239.8399999999,1369700,0.984
PRJ-2018-061,PRJ-2018-061-SOV-05,1423953.76,1446600,0.984
PRJ-2018-061,PRJ-2018-061-SOV-06,412806.04000000004,419300,0.985
PRJ-2018-061,PRJ-2018-061-SOV-07,4118830.2800000003,0,2.0
PRJ-2018-061,PRJ-2018-061-SOV-08,2312993.89,0,2.0
PRJ-2018-061,PRJ-2018-061-SOV-09,2400405.18,0,2.0
PRJ-2018-061,PRJ-2018-061-SOV-10,1192846.49,1211800,0.984
PRJ-2018-061,PRJ-2018-061-SOV-11,474132.59,481600,0.984
PRJ-2018-061,PRJ-2018-061-SOV-12,428133.76,0,2.0
PRJ-2018-061,PRJ-2018-061-SOV-13,0.0,0,0.0
PRJ-2018-061,PRJ-2018-061-SOV-14,0.0,275600,0.0
PRJ-2018-061,PRJ-2018-061-SOV-15,0.0,145300,0.0
PRJ-2018-062,PRJ-2018-062-SOV-01,0.0,527900,0.0
PRJ-2018-062,PRJ-2018-062-SOV-02,0.0,226400,0.0
PRJ-2018-062,PRJ-2018-062-SOV-03,841954.4299999999,804100,1.047
PRJ-2018-062,PRJ-2018-062-SOV-04,787407.87,752000,1.047
PRJ-2018-062,PRJ-2018-062-SOV-05,664713.02,634800,1.047
PRJ-2018-062,PRJ-2018-062-SOV-06,435811.54000000004,416200,1.047
PRJ-2018-062,PRJ-2018-062-SOV-07,2308382.38,0,2.0
PRJ-2018-062,PRJ-2018-062-SOV-08,1002268.6900000001,0,2.0
PRJ-2018-062,PRJ-2018-062-SOV-09,1269696.91,0,2.0
PRJ-2018-062,PRJ-2018-062-SOV-10,440000.52999999997,420200,1.047
PRJ-2018-062,PRJ-2018-062-SOV-11,215150.91999999998,205400,1.047
PRJ-2018-062,PRJ-2018-062-SOV-12,335887.16,0,2.0
PRJ-2018-062,PRJ-2018-062-SOV-13,0.0,0,0.0
PRJ-2018-062,PRJ-2018-062-SOV-14,0.0,155600,0.0
PRJ-2018-062,PRJ-2018-062-SOV-15,0.0,89700,0.0
PRJ-2018-063,PRJ-2018-063-SOV-01,0.0,116000,0.0
PRJ-2018-063,PRJ-2018-063-SOV-02,0.0,56200,0.0
PRJ-2018-063,PRJ-2018-063-SOV-03,192307.25,198100,0.971
PRJ-2018-063,PRJ-2018-063-SOV-04,216016.43,222600,0.97
PRJ-2018-063,PRJ-2018-063-SOV-05,180858.44,186300,0.971
PRJ-2018-063,PRJ-2018-063-SOV-06,128965.95999999999,132900,0.97
PRJ-2018-063,PRJ-2018-063-SOV-07,615636.64,0,2.0
PRJ-2018-063,PRJ-2018-063-SOV-08,376143.79,0,2.0
PRJ-2018-063,PRJ-2018-063-SOV-09,241267.56,0,2.0
PRJ-2018-063,PRJ-2018-063-SOV-10,133343.06,137400,0.97
PRJ-2018-063,PRJ-2018-063-SOV-11,96754.62,99700,0.97
PRJ-2018-063,PRJ-2018-063-SOV-12,105039.84,0,2.0
PRJ-2018-063,PRJ-2018-063-SOV-13,0.0,0,0.0
PRJ-2018-063,PRJ-2018-063-SOV-14,0.0,34300,0.0
PRJ-2018-063,PRJ-2018-063-SOV-15,0.0,41000,0.0
PRJ-2018-064,PRJ-2018-064-SOV-01,0.0,257800,0.0
PRJ-2018-064,PRJ-2018-064-SOV-02,0.0,160500,0.0
PRJ-2018-064,PRJ-2018-064-SOV-03,459634.27,458200,1.003
PRJ-2018-064,PRJ-2018-064-SOV-04,339648.15,338500,1.003
PRJ-2018-064,PRJ-2018-064-SOV-05,339806.0,338700,1.003
PRJ-2018-064,PRJ-2018-064-SOV-06,299867.95,298900,1.003
PRJ-2018-064,PRJ-2018-064-SOV-07,1244315.52,0,2.0
PRJ-2018-064,PRJ-2018-064-SOV-08,1185720.9,0,2.0
PRJ-2018-064,PRJ-2018-064-SOV-09,767482.6100000001,0,2.0
PRJ-2018-064,PRJ-2018-064-SOV-10,263928.98,263100,1.003
PRJ-2018-064,PRJ-2018-064-SOV-11,147616.5,147100,1.004
PRJ-2018-064,PRJ-2018-064-SOV-12,171150.66,0,2.0
PRJ-2018-064,PRJ-2018-064-SOV-13,0.0,0,0.0
PRJ-2018-064,PRJ-2018-064-SOV-14,0.0,104000,0.0
PRJ-2018-064,PRJ-2018-064-SOV-15,0.0,55200,0.0
PRJ-2018-065,PRJ-2018-065-SOV-01,0.0,326400,0.0
PRJ-2018-065,PRJ-2018-065-SOV-02,0.0,128300,0.0
PRJ-2018-065,PRJ-2018-065-SOV-03,226799.4,219100,1.035
PRJ-2018-065,PRJ-2018-065-SOV-04,511882.58,494700,1.035
PRJ-2018-065,PRJ-2018-065-SOV-05,333743.85,322500,1.035
PRJ-2018-065,PRJ-2018-065-SOV-06,130557.77,126100,1.035
PRJ-2018-065,PRJ-2018-065-SOV-07,1243806.3599999999,0,2.0
PRJ-2018-065,PRJ-2018-065-SOV-08,916579.01,0,2.0
PRJ-2018-065,PRJ-2018-065-SOV-09,533829.03,0,2.0
PRJ-2018-065,PRJ-2018-065-SOV-10,268528.27,259500,1.035
PRJ-2018-065,PRJ-2018-065-SOV-11,112953.92,109100,1.035
PRJ-2018-065,PRJ-2018-065-SOV-12,171649.81,0,2.0
PRJ-2018-065,PRJ-2018-065-SOV-13,0.0,0,0.0
PRJ-2018-065,PRJ-2018-065-SOV-14,0.0,69900,0.0
PRJ-2018-065,PRJ-2018-065-SOV-15,0.0,59700,0.0
PRJ-2018-066,PRJ-2018-066-SOV-01,0.0,373300,0.0
PRJ-2018-066,PRJ-2018-066-SOV-02,0.0,225400,0.0
PRJ-2018-066,PRJ-2018-066-SOV-03,760912.6499999999,770800,0.987
PRJ-2018-066,PRJ-2018-066-SOV-04,722170.5700000001,731600,0.987
PRJ-2018-066,PRJ-2018-066-SOV-05,765223.9,775200,0.987
PRJ-2018-066,PRJ-2018-066-SOV-06,413665.94,419000,0.987
PRJ-2018-066,PRJ-2018-066-SOV-07,1824223.81,0,2.0
PRJ-2018-066,PRJ-2018-066-SOV-08,1841067.46,0,2.0
PRJ-2018-066,PRJ-2018-066-SOV-09,1010524.6000000001,0,2.0
PRJ-2018-066,PRJ-2018-066-SOV-10,475411.92000000004,481600,0.987
PRJ-2018-066,PRJ-2018-066-SOV-11,272727.72,276300,0.987
PRJ-2018-066,PRJ-2018-066-SOV-12,388950.32,0,2.0
PRJ-2018-066,PRJ-2018-066-SOV-13,0.0,0,0.0
PRJ-2018-066,PRJ-2018-066-SOV-14,0.0,205000,0.0
PRJ-2018-066,PRJ-2018-066-SOV-15,0.0,152600,0.0
PRJ-2018-067,PRJ-2018-067-SOV-01,0.0,701200,0.0
PRJ-2018-067,PRJ-2018-067-SOV-02,0.0,258000,0.0
PRJ-2018-067,PRJ-2018-067-SOV-03,1005340.84,1020600,0.985
PRJ-2018-067,PRJ-2018-067-SOV-04,1005609.39,1020900,0.985
PRJ-2018-067,PRJ-2018-067-SOV-05,688734.52,699200,0.985
PRJ-2018-067,PRJ-2018-067-SOV-06,492920.95,500400,0.985
PRJ-2018-067,PRJ-2018-067-SOV-07,2231250.0,0,2.0
PRJ-2018-067,PRJ-2018-067-SOV-08,2641735.37,0,2.0
PRJ-2018-067,PRJ-2018-067-SOV-09,1495715.17,0,2.0
PRJ-2018-067,PRJ-2018-067-SOV-10,646182.9,656000,0.985
PRJ-2018-067,PRJ-2018-067-SOV-11,339013.53,344100,0.985
PRJ-2018-067,PRJ-2018-067-SOV-12,461454.47,0,2.0
PRJ-2018-067,PRJ-2018-067-SOV-13,0.0,0,0.0
PRJ-2018-067,PRJ-2018-067-SOV-14,0.0,275000,0.0
PRJ-2018-067,PRJ-2018-067-SOV-15,0.0,159200,0.0
PRJ-2018-068,PRJ-2018-068-SOV-01,0.0,208700,0.0
PRJ-2018-068,PRJ-2018-068-SOV-02,0.0,93000,0.0
PRJ-2018-068,PRJ-2018-068-SOV-03,256849.32,269200,0.954
PRJ-2018-068,PRJ-2018-068-SOV-04,327015.39,342800,0.954
PRJ-2018-068,PRJ-2018-068-SOV-05,210773.2,220900,0.954
PRJ-2018-068,PRJ-2018-068-SOV-06,161196.72,169000,0.954
PRJ-2018-068,PRJ-2018-068-SOV-07,1075845.32,0,2.0
PRJ-2018-068,PRJ-2018-068-SOV-08,547201.87,0,2.0
PRJ-2018-068,PRJ-2018-068-SOV-09,432562.66,0,2.0
PRJ-2018-068,PRJ-2018-068-SOV-10,205509.37,215400,0.954
PRJ-2018-068,PRJ-2018-068-SOV-11,148992.66,156200,0.954
PRJ-2018-068,PRJ-2018-068-SOV-12,115205.02,0,2.0
PRJ-2018-068,PRJ-2018-068-SOV-13,0.0,0,0.0
PRJ-2018-068,PRJ-2018-068-SOV-14,0.0,67000,0.0
PRJ-2018-068,PRJ-2018-068-SOV-15,0.0,47000,0.0
PRJ-2018-069,PRJ-2018-069-SOV-01,0.0,471000,0.0
PRJ-2018-069,PRJ-2018-069-SOV-02,0.0,174100,0.0
PRJ-2018-069,PRJ-2018-069-SOV-03,694171.73,705700,0.984
PRJ-2018-069,PRJ-2018-069-SOV-04,613578.65,623800,0.984
PRJ-2018-069,PRJ-2018-069-SOV-05,543623.51,552700,0.984
PRJ-2018-069,PRJ-2018-069-SOV-06,232138.0,236000,0.984
PRJ-2018-069,PRJ-2018-069-SOV-07,1727046.7,0,2.0
PRJ-2018-069,PRJ-2018-069-SOV-08,1242009.33,0,2.0
PRJ-2018-069,PRJ-2018-069-SOV-09,636703.49,0,2.0
PRJ-2018-069,PRJ-2018-069-SOV-10,461700.29000000004,469400,0.984
PRJ-2018-069,PRJ-2018-069-SOV-11,271468.23,276000,0.984
PRJ-2018-069,PRJ-2018-069-SOV-12,258564.02000000002,0,2.0
PRJ-2018-069,PRJ-2018-069-SOV-13,0.0,0,0.0
PRJ-2018-069,PRJ-2018-069-SOV-14,0.0,100100,0.0
PRJ-2018-069,PRJ-2018-069-SOV-15,0.0,68200,0.0
PRJ-2018-070,PRJ-2018-070-SOV-01,0.0,389500,0.0
PRJ-2018-070,PRJ-2018-070-SOV-02,0.0,213400,0.0
PRJ-2018-070,PRJ-2018-070-SOV-03,393849.14,408400,0.964
PRJ-2018-070,PRJ-2018-070-SOV-04,763747.7700000001,792000,0.964
PRJ-2018-070,PRJ-2018-070-SOV-05,372413.8,386100,0.965
PRJ-2018-070,PRJ-2018-070-SOV-06,309875.83,321300,0.964
PRJ-2018-070,PRJ-2018-070-SOV-07,1489790.95,0,2.0
PRJ-2018-070,PRJ-2018-070-SOV-08,970956.7199999999,0,2.0
PRJ-2018-070,PRJ-2018-070-SOV-09,904697.01,0,2.0
PRJ-2018-070,PRJ-2018-070-SOV-10,315396.43,327000,0.965
PRJ-2018-070,PRJ-2018-070-SOV-11,248005.55,257100,0.965
PRJ-2018-070,PRJ-2018-070-SOV-12,258735.26,0,2.0
PRJ-2018-070,PRJ-2018-070-SOV-13,0.0,0,0.0
PRJ-2018-070,PRJ-2018-070-SOV-14,0.0,89000,0.0
PRJ-2018-070,PRJ-2018-070-SOV-15,0.0,81100,0.0
PRJ-2018-071,PRJ-2018-071-SOV-01,0.0,923500,0.0
PRJ-2018-071,PRJ-2018-071-SOV-02,0.0,434000,0.0
PRJ-2018-071,PRJ-2018-071-SOV-03,1210525.81,1235000,0.98
PRJ-2018-071,PRJ-2018-071-SOV-04,733289.66,748100,0.98
PRJ-2018-071,PRJ-2018-071-SOV-05,682302.87,696100,0.98
PRJ-2018-071,PRJ-2018-071-SOV-06,310492.22000000003,316700,0.98
PRJ-2018-071,PRJ-2018-071-SOV-07,3270697.62,0,2.0
PRJ-2018-071,PRJ-2018-071-SOV-08,2165293.99,0,2.0
PRJ-2018-071,PRJ-2018-071-SOV-09,1344287.78,0,2.0
PRJ-2018-071,PRJ-2018-071-SOV-10,564202.4,575600,0.98
PRJ-2018-071,PRJ-2018-071-SOV-11,386545.52,394300,0.98
PRJ-2018-071,PRJ-2018-071-SOV-12,541246.15,0,2.0
PRJ-2018-071,PRJ-2018-071-SOV-13,0.0,0,0.0
PRJ-2018-071,PRJ-2018-071-SOV-14,0.0,362100,0.0
PRJ-2018-071,PRJ-2018-071-SOV-15,0.0,100200,0.0
PRJ-2018-072,PRJ-2018-072-SOV-01,0.0,519800,0.0
PRJ-2018-072,PRJ-2018-072-SOV-02,0.0,191200,0.0
PRJ-2018-072,PRJ-2018-072-SOV-03,660114.4099999999,636200,1.038
PRJ-2018-072,PRJ-2018-072-SOV-04,766819.55,739000,1.038
PRJ-2018-072,PRJ-2018-072-SOV-05,550726.86,530700,1.038
PRJ-2018-072,PRJ-2018-072-SOV-06,223031.47,214900,1.038
PRJ-2018-072,PRJ-2018-072-SOV-07,1832322.81,0,2.0
PRJ-2018-072,PRJ-2018-072-SOV-08,1741972.49,0,2.0
PRJ-2018-072,PRJ-2018-072-SOV-09,952366.57,0,2.0
PRJ-2018-072,PRJ-2018-072-SOV-10,573079.79,552300,1.038
PRJ-2018-072,PRJ-2018-072-SOV-11,243707.09,234800,1.038
PRJ-2018-072,PRJ-2018-072-SOV-12,326498.44,0,2.0
PRJ-2018-072,PRJ-2018-072-SOV-13,0.0,0,0.0
PRJ-2018-072,PRJ-2018-072-SOV-14,0.0,143500,0.0
PRJ-2018-072,PRJ-2018-072-SOV-15,0.0,103000,0.0
PRJ-2018-073,PRJ-2018-073-SOV-01,0.0,180800,0.0
PRJ-2018-073,PRJ-2018-073-SOV-02,0.0,56400,0.0
PRJ-2018-073,PRJ-2018-073-SOV-03,120617.41,121900,0.989
PRJ-2018-073,PRJ-2018-073-SOV-04,143506.79,145000,0.99
PRJ-2018-073,PRJ-2018-073-SOV-05,206969.96000000002,209200,0.989
PRJ-2018-073,PRJ-2018-073-SOV-06,93390.8,94400,0.989
PRJ-2018-073,PRJ-2018-073-SOV-07,670028.51,0,2.0
PRJ-2018-073,PRJ-2018-073-SOV-08,393106.85,0,2.0
PRJ-2018-073,PRJ-2018-073-SOV-09,339599.06,0,2.0
PRJ-2018-073,PRJ-2018-073-SOV-10,183002.92,185000,0.989
PRJ-2018-073,PRJ-2018-073-SOV-11,54798.5,55300,0.991
PRJ-2018-073,PRJ-2018-073-SOV-12,63792.85,0,2.0
PRJ-2018-073,PRJ-2018-073-SOV-13,0.0,0,0.0
PRJ-2018-073,PRJ-2018-073-SOV-14,0.0,38000,0.0
PRJ-2018-073,PRJ-2018-073-SOV-15,0.0,21500,0.0
PRJ-2018-074,PRJ-2018-074-SOV-01,0.0,101900,0.0
PRJ-2018-074,PRJ-2018-074-SOV-02,0.0,40300,0.0
PRJ-2018-074,PRJ-2018-074-SOV-03,158155.12,161800,0.977
PRJ-2018-074,PRJ-2018-074-SOV-04,164438.88999999998,168200,0.978
PRJ-2018-074,PRJ-2018-074-SOV-05,117782.97,120500,0.977
PRJ-2018-074,PRJ-2018-074-SOV-06,61648.91,63000,0.979
PRJ-2018-074,PRJ-2018-074-SOV-07,385055.04000000004,0,2.0
PRJ-2018-074,PRJ-2018-074-SOV-08,358822.22,0,2.0
PRJ-2018-074,PRJ-2018-074-SOV-09,262856.16000000003,0,2.0
PRJ-2018-074,PRJ-2018-074-SOV-10,109243.33,111700,0.978
PRJ-2018-074,PRJ-2018-074-SOV-11,65177.06,66600,0.979
PRJ-2018-074,PRJ-2018-074-SOV-12,47724.26,0,2.0
PRJ-2018-074,PRJ-2018-074-SOV-13,0.0,0,0.0
PRJ-2018-074,PRJ-2018-074-SOV-14,0.0,44800,0.0
PRJ-2018-074,PRJ-2018-074-SOV-15,0.0,24900,0.0
PRJ-2018-075,PRJ-2018-075-SOV-01,0.0,324900,0.0
PRJ-2018-075,PRJ-2018-075-SOV-02,0.0,119800,0.0
PRJ-2018-075,PRJ-2018-075-SOV-03,383698.6,350400,1.095
PRJ-2018-075,PRJ-2018-075-SOV-04,627412.0,573000,1.095
PRJ-2018-075,PRJ-2018-075-SOV-05,331145.66000000003,302400,1.095
PRJ-2018-075,PRJ-2018-075-SOV-06,224917.66999999998,205400,1.095
PRJ-2018-075,PRJ-2018-075-SOV-07,1286443.75,0,2.0
PRJ-2018-075,PRJ-2018-075-SOV-08,961702.1499999999,0,2.0
PRJ-2018-075,PRJ-2018-075-SOV-09,821185.9,0,2.0
PRJ-2018-075,PRJ-2018-075-SOV-10,265911.06,242800,1.095
PRJ-2018-075,PRJ-2018-075-SOV-11,96145.54000000001,87800,1.095
PRJ-2018-075,PRJ-2018-075-SOV-12,194522.74,0,2.0
PRJ-2018-075,PRJ-2018-075-SOV-13,0.0,0,0.0
PRJ-2018-075,PRJ-2018-075-SOV-14,0.0,73600,0.0
PRJ-2018-075,PRJ-2018-075-SOV-15,0.0,63800,0.0
PRJ-2018-076,PRJ-2018-076-SOV-01,0.0,452700,0.0
PRJ-2018-076,PRJ-2018-076-SOV-02,0.0,200100,0.0
PRJ-2018-076,PRJ-2018-076-SOV-03,562920.86,547100,1.029
PRJ-2018-076,PRJ-2018-076-SOV-04,605638.6699999999,588600,1.029
PRJ-2018-076,PRJ-2018-076-SOV-05,606200.23,589200,1.029
PRJ-2018-076,PRJ-2018-076-SOV-06,406154.55,394700,1.029
PRJ-2018-076,PRJ-2018-076-SOV-07,1661353.96,0,2.0
PRJ-2018-076,PRJ-2018-076-SOV-08,1130086.02,0,2.0
PRJ-2018-076,PRJ-2018-076-SOV-09,1085425.25,0,2.0
PRJ-2018-076,PRJ-2018-076-SOV-10,429234.25,417200,1.029
PRJ-2018-076,PRJ-2018-076-SOV-11,290605.38,282400,1.029
PRJ-2018-076,PRJ-2018-076-SOV-12,344808.36,0,2.0
PRJ-2018-076,PRJ-2018-076-SOV-13,0.0,0,0.0
PRJ-2018-076,PRJ-2018-076-SOV-14,0.0,106200,0.0
PRJ-2018-076,PRJ-2018-076-SOV-15,0.0,87900,0.0
PRJ-2018-077,PRJ-2018-077-SOV-01,0.0,124000,0.0
PRJ-2018-077,PRJ-2018-077-SOV-02,0.0,43500,0.0
PRJ-2018-077,PRJ-2018-077-SOV-03,219972.94,201200,1.093
PRJ-2018-077,PRJ-2018-077-SOV-04,238236.06,217900,1.093
PRJ-2018-077,PRJ-2018-077-SOV-05,142240.75,130100,1.093
PRJ-2018-077,PRJ-2018-077-SOV-06,108059.47,98800,1.094
PRJ-2018-077,PRJ-2018-077-SOV-07,567033.8099999999,0,2.0
PRJ-2018-077,PRJ-2018-077-SOV-08,306554.16,0,2.0
PRJ-2018-077,PRJ-2018-077-SOV-09,326206.23,0,2.0
PRJ-2018-077,PRJ-2018-077-SOV-10,109577.16,100200,1.094
PRJ-2018-077,PRJ-2018-077-SOV-11,98095.84,89700,1.094
PRJ-2018-077,PRJ-2018-077-SOV-12,75781.79000000001,0,2.0
PRJ-2018-077,PRJ-2018-077-SOV-13,0.0,0,0.0
PRJ-2018-077,PRJ-2018-077-SOV-14,0.0,48600,0.0
PRJ-2018-077,PRJ-2018-077-SOV-15,0.0,15400,0.0
PRJ-2018-078,PRJ-2018-078-SOV-01,0.0,159300,0.0
PRJ-2018-078,PRJ-2018-078-SOV-02,0.0,82200,0.0
PRJ-2018-078,PRJ-2018-078-SOV-03,255147.88,230800,1.105
PRJ-2018-078,PRJ-2018-078-SOV-04,339284.46,306900,1.106
PRJ-2018-078,PRJ-2018-078-SOV-05,244367.97,221000,1.106
PRJ-2018-078,PRJ-2018-078-SOV-06,121615.17,110000,1.106
PRJ-2018-078,PRJ-2018-078-SOV-07,924764.98,0,2.0
PRJ-2018-078,PRJ-2018-078-SOV-08,808985.03,0,2.0
PRJ-2018-078,PRJ-2018-078-SOV-09,458014.47,0,2.0
PRJ-2018-078,PRJ-2018-078-SOV-10,211546.57,191300,1.106
PRJ-2018-078,PRJ-2018-078-SOV-11,99409.76,89900,1.106
PRJ-2018-078,PRJ-2018-078-SOV-12,128312.56,0,2.0
PRJ-2018-078,PRJ-2018-078-SOV-13,0.0,0,0.0
PRJ-2018-078,PRJ-2018-078-SOV-14,0.0,68000,0.0
PRJ-2018-078,PRJ-2018-078-SOV-15,0.0,39100,0.0
PRJ-2018-079,PRJ-2018-079-SOV-01,0.0,439400,0.0
PRJ-2018-079,PRJ-2018-079-SOV-02,0.0,195700,0.0
PRJ-2018-079,PRJ-2018-079-SOV-03,421920.87,436400,0.967
PRJ-2018-079,PRJ-2018-079-SOV-04,558795.8099999999,578000,0.967
PRJ-2018-079,PRJ-2018-079-SOV-05,509671.56,527200,0.967
PRJ-2018-079,PRJ-2018-079-SOV-06,220118.89,227600,0.967
PRJ-2018-079,PRJ-2018-079-SOV-07,2092499.1600000001,0,2.0
PRJ-2018-079,PRJ-2018-079-SOV-08,1089623.3399999999,0,2.0
PRJ-2018-079,PRJ-2018-079-SOV-09,959773.58,0,2.0
PRJ-2018-079,PRJ-2018-079-SOV-10,458992.47000000003,474700,0.967
PRJ-2018-079,PRJ-2018-079-SOV-11,219001.25,226500,0.967
PRJ-2018-079,PRJ-2018-079-SOV-12,194969.9,0,2.0
PRJ-2018-079,PRJ-2018-079-SOV-13,0.0,0,0.0
PRJ-2018-079,PRJ-2018-079-SOV-14,0.0,97300,0.0
PRJ-2018-079,PRJ-2018-079-SOV-15,0.0,76500,0.0
PRJ-2018-080,PRJ-2018-080-SOV-01,0.0,529700,0.0
PRJ-2018-080,PRJ-2018-080-SOV-02,0.0,236100,0.0
PRJ-2018-080,PRJ-2018-080-SOV-03,768015.9299999999,782500,0.981
PRJ-2018-080,PRJ-2018-080-SOV-04,1087943.1600000001,1108500,0.981
PRJ-2018-080,PRJ-2018-080-SOV-05,527368.16,537300,0.982
PRJ-2018-080,PRJ-2018-080-SOV-06,376549.27,383600,0.982
PRJ-2018-080,PRJ-2018-080-SOV-07,2148035.8200000003,0,2.0
PRJ-2018-080,PRJ-2018-080-SOV-08,1905752.49,0,2.0
PRJ-2018-080,PRJ-2018-080-SOV-09,1263050.51,0,2.0
PRJ-2018-080,PRJ-2018-080-SOV-10,766143.9,780600,0.981
PRJ-2018-080,PRJ-2018-080-SOV-11,301897.6,307600,0.981
PRJ-2018-080,PRJ-2018-080-SOV-12,220523.58000000002,0,2.0
PRJ-2018-080,PRJ-2018-080-SOV-13,0.0,0,0.0
PRJ-2018-080,PRJ-2018-080-SOV-14,0.0,165500,0.0
PRJ-2018-080,PRJ-2018-080-SOV-15,0.0,77000,0.0
PRJ-2019-081,PRJ-2019-081-SOV-01,0.0,1458000,0.0
PRJ-2019-081,PRJ-2019-081-SOV-02,0.0,345900,0.0
PRJ-2019-081,PRJ-2019-081-SOV-03,1819323.85,1802100,1.01
PRJ-2019-081,PRJ-2019-081-SOV-04,2059604.87,2040100,1.01
PRJ-2019-081,PRJ-2019-081-SOV-05,1306140.1600000001,1293700,1.01
PRJ-2019-081,PRJ-2019-081-SOV-06,987827.87,978400,1.01
PRJ-2019-081,PRJ-2019-081-SOV-07,7091152.8100000005,0,2.0
PRJ-2019-081,PRJ-2019-081-SOV-08,3945743.7,0,2.0
PRJ-2019-081,PRJ-2019-081-SOV-09,2843490.23,0,2.0
PRJ-2019-081,PRJ-2019-081-SOV-10,1629514.41,1614000,1.01
PRJ-2019-081,PRJ-2019-081-SOV-11,632013.71,626000,1.01
PRJ-2019-081,PRJ-2019-081-SOV-12,1046962.23,0,2.0
PRJ-2019-081,PRJ-2019-081-SOV-13,0.0,0,0.0
PRJ-2019-081,PRJ-2019-081-SOV-14,0.0,471300,0.0
PRJ-2019-081,PRJ-2019-081-SOV-15,0.0,236200,0.0
PRJ-2019-082,PRJ-2019-082-SOV-01,0.0,1358800,0.0
PRJ-2019-082,PRJ-2019-082-SOV-02,0.0,404300,0.0
PRJ-2019-082,PRJ-2019-082-SOV-03,1554464.69,1601400,0.971
PRJ-2019-082,PRJ-2019-082-SOV-04,1884634.74,1941600,0.971
PRJ-2019-082,PRJ-2019-082-SOV-05,1094416.59,1127500,0.971
PRJ-2019-082,PRJ-2019-082-SOV-06,515438.25,531000,0.971
PRJ-2019-082,PRJ-2019-082-SOV-07,5024813.23,0,2.0
PRJ-2019-082,PRJ-2019-082-SOV-08,3204483.47,0,2.0
PRJ-2019-082,PRJ-2019-082-SOV-09,2316103.51,0,2.0
PRJ-2019-082,PRJ-2019-082-SOV-10,1159809.58,1194800,0.971
PRJ-2019-082,PRJ-2019-082-SOV-11,582479.04,600000,0.971
PRJ-2019-082,PRJ-2019-082-SOV-12,711248.62,0,2.0
PRJ-2019-082,PRJ-2019-082-SOV-13,0.0,0,0.0
PRJ-2019-082,PRJ-2019-082-SOV-14,0.0,271600,0.0
PRJ-2019-082,PRJ-2019-082-SOV-15,0.0,117800,0.0
PRJ-2019-083,PRJ-2019-083-SOV-01,0.0,133600,0.0
PRJ-2019-083,PRJ-2019-083-SOV-02,0.0,80900,0.0
PRJ-2019-083,PRJ-2019-083-SOV-03,229035.18,238000,0.962
PRJ-2019-083,PRJ-2019-083-SOV-04,324532.24,337200,0.962
PRJ-2019-083,PRJ-2019-083-SOV-05,216167.7,224600,0.962
PRJ-2019-083,PRJ-2019-083-SOV-06,104276.27,108300,0.963
PRJ-2019-083,PRJ-2019-083-SOV-07,1092373.75,0,2.0
PRJ-2019-083,PRJ-2019-083-SOV-08,609881.23,0,2.0
PRJ-2019-083,PRJ-2019-083-SOV-09,549474.67,0,2.0
PRJ-2019-083,PRJ-2019-083-SOV-10,224983.22999999998,233800,0.962
PRJ-2019-083,PRJ-2019-083-SOV-11,153387.41,159300,0.963
PRJ-2019-083,PRJ-2019-083-SOV-12,150685.07,0,2.0
PRJ-2019-083,PRJ-2019-083-SOV-13,0.0,0,0.0
