project_id,sov_line_id,total_labor_cost,total_hours_st,total_hours_ot,log_count,unique_employees,date_min,date_max,total_hours
PRJ-2018-074,PRJ-2018-074-SOV-04,100673.34,1064,66,136,135,2018-04-02,2018-09-10,1130
PRJ-2018-074,PRJ-2018-074-SOV-05,115409.35,1196,116,150,148,2018-03-26,2018-09-07,1312
PRJ-2018-074,PRJ-2018-074-SOV-06,47810.61,514,28,65,63,2018-06-01,2018-09-05,542
PRJ-2018-074,PRJ-2018-074-SOV-07,49896.83,564,30,72,72,2018-06-04,2018-09-10,594
PRJ-2018-074,PRJ-2018-074-SOV-08,58822.79,654,34,83,82,2018-06-01,2018-09-10,688
PRJ-2018-074,PRJ-2018-074-SOV-09,124695.46,1320,72,167,165,2018-05-31,2018-12-03,1392
PRJ-2018-074,PRJ-2018-074-SOV-10,48339.19,560,36,70,70,2018-09-11,2018-12-03,596
PRJ-2018-074,PRJ-2018-074-SOV-11,80407.73,880,50,112,110,2018-09-11,2019-01-22,930
PRJ-2018-074,PRJ-2018-074-SOV-12,54182.94,618,28,78,78,2018-09-11,2018-12-03,646
PRJ-2018-074,PRJ-2018-074-SOV-13,24875.49,246,32,31,31,2018-12-06,2019-01-21,278
PRJ-2018-074,PRJ-2018-074-SOV-14,26061.04,296,18,37,37,2018-12-04,2019-01-18,314
PRJ-2018-074,PRJ-2018-074-SOV-15,36294.56,392,18,49,49,2018-12-05,2019-01-22,410
PRJ-2018-075,PRJ-2018-075-SOV-01,684712.04,7604,490,960,911,2018-02-06,2020-03-13,8094
PRJ-2018-075,PRJ-2018-075-SOV-02,260124.21,2950,144,371,369,2018-02-07,2018-09-24,3094
PRJ-2018-075,PRJ-2018-075-SOV-03,375826.47000000003,4096,246,519,499,2018-04-25,2019-05-13,4342
PRJ-2018-075,PRJ-2018-075-SOV-04,347721.68,3840,212,483,472,2018-04-25,2019-05-13,4052
PRJ-2018-075,PRJ-2018-075-SOV-05,380667.81,4188,222,529,514,2018-04-24,2019-05-13,4410
PRJ-2018-075,PRJ-2018-075-SOV-06,178627.5,1972,114,249,243,2018-09-25,2019-05-13,2086
PRJ-2018-075,PRJ-2018-075-SOV-07,201788.66,2292,108,292,289,2018-09-25,2019-05-13,2400
PRJ-2018-075,PRJ-2018-075-SOV-08,197533.96,2148,136,269,265,2018-09-25,2019-05-13,2284
PRJ-2018-075,PRJ-2018-075-SOV-09,384942.63,4222,206,537,518,2018-09-25,2019-11-21,4428
PRJ-2018-075,PRJ-2018-075-SOV-10,191477.08,2092,116,267,260,2019-05-15,2019-11-20,2208
PRJ-2018-075,PRJ-2018-075-SOV-11,254980.76,2680,174,338,336,2019-05-14,2020-03-16,2854
PRJ-2018-075,PRJ-2018-075-SOV-12,201363.71,2220,148,282,275,2019-05-14,2019-11-21,2368
PRJ-2018-075,PRJ-2018-075-SOV-13,48933.48,544,32,68,67,2019-11-26,2020-03-16,576
PRJ-2018-075,PRJ-2018-075-SOV-14,60024.0,658,26,83,83,2019-11-22,2020-03-13,684
PRJ-2018-075,PRJ-2018-075-SOV-15,60770.5,660,44,84,84,2019-11-22,2020-03-16,704
PRJ-2018-076,PRJ-2018-076-SOV-01,408023.44,4464,256,565,546,2018-02-02,2019-10-10,4720
PRJ-2018-076,PRJ-2018-076-SOV-02,136609.4,1554,52,196,195,2018-02-02,2018-08-06,1606
PRJ-2018-076,PRJ-2018-076-SOV-03,195607.81,2210,114,281,280,2018-04-06,2019-02-06,2324
PRJ-2018-076,PRJ-2018-076-SOV-04,186332.6,2098,94,265,262,2018-04-09,2019-02-06,2192
PRJ-2018-076,PRJ-2018-076-SOV-05,214621.75,2350,122,296,294,2018-04-05,2019-02-06,2472
PRJ-2018-076,PRJ-2018-076-SOV-06,83862.08,970,36,124,122,2018-08-07,2019-02-05,1006
PRJ-2018-076,PRJ-2018-076-SOV-07,110430.59,1180,72,149,148,2018-08-08,2019-02-06,1252
PRJ-2018-076,PRJ-2018-076-SOV-08,90102.21,958,52,123,122,2018-08-07,2019-02-05,1010
PRJ-2018-076,PRJ-2018-076-SOV-09,210435.91,2252,140,285,283,2018-08-07,2019-07-10,2392
PRJ-2018-076,PRJ-2018-076-SOV-10,117953.02,1284,84,163,160,2019-02-07,2019-07-08,1368
PRJ-2018-076,PRJ-2018-076-SOV-11,152832.94,1764,76,224,219,2019-02-07,2019-10-10,1840
PRJ-2018-076,PRJ-2018-076-SOV-12,120241.22,1364,76,170,169,2019-02-07,2019-07-10,1440
PRJ-2018-076,PRJ-2018-076-SOV-13,43785.82,504,20,64,64,2019-07-11,2019-10-10,524
PRJ-2018-076,PRJ-2018-076-SOV-14,46251.61,486,14,64,64,2019-07-12,2019-10-10,500
PRJ-2018-076,PRJ-2018-076-SOV-15,44315.020000000004,446,26,56,56,2019-07-12,2019-10-10,472
PRJ-2018-077,PRJ-2018-077-SOV-01,236252.08000000002,2638,152,334,324,2018-02-22,2019-03-28,2790
PRJ-2018-077,PRJ-2018-077-SOV-02,100161.86,1090,66,139,138,2018-02-22,2018-06-21,1156
PRJ-2018-077,PRJ-2018-077-SOV-03,106533.43000000001,1258,44,159,159,2018-04-04,2018-10-19,1302
PRJ-2018-077,PRJ-2018-077-SOV-04,128676.84,1426,80,180,180,2018-04-10,2018-10-19,1506
PRJ-2018-077,PRJ-2018-077-SOV-05,118300.15,1284,70,161,159,2018-04-04,2018-10-19,1354
PRJ-2018-077,PRJ-2018-077-SOV-06,70587.74,784,48,100,99,2018-06-22,2018-10-19,832
PRJ-2018-077,PRJ-2018-077-SOV-07,67770.48,686,58,87,87,2018-06-22,2018-10-19,744
PRJ-2018-077,PRJ-2018-077-SOV-08,73428.76,820,40,103,103,2018-06-22,2018-10-15,860
PRJ-2018-077,PRJ-2018-077-SOV-09,136402.32,1428,94,179,178,2018-06-25,2019-01-25,1522
PRJ-2018-077,PRJ-2018-077-SOV-10,74809.87,850,48,108,106,2018-10-22,2019-01-29,898
PRJ-2018-077,PRJ-2018-077-SOV-11,116360.65,1218,76,155,155,2018-10-22,2019-03-28,1294
PRJ-2018-077,PRJ-2018-077-SOV-12,81595.95,888,60,115,115,2018-10-22,2019-01-28,948
PRJ-2018-077,PRJ-2018-077-SOV-13,29025.71,340,20,44,44,2019-01-30,2019-03-28,360
PRJ-2018-077,PRJ-2018-077-SOV-14,36141.75,388,18,49,49,2019-01-30,2019-03-28,406
PRJ-2018-077,PRJ-2018-077-SOV-15,26860.22,302,22,38,38,2019-01-30,2019-03-27,324
PRJ-2018-078,PRJ-2018-078-SOV-01,466082.23,5118,326,644,618,2018-01-26,2019-08-02,5444
PRJ-2018-078,PRJ-2018-078-SOV-02,163000.12,1788,114,226,226,2018-01-26,2018-07-11,1902
PRJ-2018-078,PRJ-2018-078-SOV-03,235850.16,2556,144,326,320,2018-03-26,2018-12-25,2700
PRJ-2018-078,PRJ-2018-078-SOV-04,272368.99,2920,200,369,362,2018-03-23,2018-12-25,3120
PRJ-2018-078,PRJ-2018-078-SOV-05,265547.2,2950,152,378,370,2018-03-26,2018-12-24,3102
PRJ-2018-078,PRJ-2018-078-SOV-06,132928.29,1482,86,188,187,2018-07-12,2018-12-25,1568
PRJ-2018-078,PRJ-2018-078-SOV-07,136722.3,1450,90,184,183,2018-07-13,2018-12-25,1540
PRJ-2018-078,PRJ-2018-078-SOV-08,131465.9,1464,98,184,180,2018-07-17,2018-12-25,1562
PRJ-2018-078,PRJ-2018-078-SOV-09,264794.54,2922,154,369,359,2018-07-12,2019-05-10,3076
PRJ-2018-078,PRJ-2018-078-SOV-10,143110.53,1612,86,204,201,2018-12-26,2019-05-13,1698
PRJ-2018-078,PRJ-2018-078-SOV-11,183848.52,2042,120,259,257,2018-12-26,2019-08-01,2162
PRJ-2018-078,PRJ-2018-078-SOV-12,143339.78,1618,76,207,206,2018-12-26,2019-05-13,1694
PRJ-2018-078,PRJ-2018-078-SOV-13,46475.22,502,24,63,63,2019-05-14,2019-07-31,526
PRJ-2018-078,PRJ-2018-078-SOV-14,29725.12,368,6,47,47,2019-05-14,2019-08-01,374
PRJ-2018-078,PRJ-2018-078-SOV-15,51203.24,556,28,71,71,2019-05-14,2019-08-02,584
PRJ-2018-079,PRJ-2018-079-SOV-01,334913.59,3712,198,472,461,2018-03-12,2019-08-14,3910
PRJ-2018-079,PRJ-2018-079-SOV-02,140939.31,1562,72,199,198,2018-03-09,2018-08-14,1634
PRJ-2018-079,PRJ-2018-079-SOV-03,171695.84,1928,82,243,241,2018-05-02,2019-01-17,2010
PRJ-2018-079,PRJ-2018-079-SOV-04,170200.15,1812,96,231,227,2018-05-02,2019-01-16,1908
PRJ-2018-079,PRJ-2018-079-SOV-05,178629.68,1906,112,242,239,2018-05-02,2019-01-17,2018
PRJ-2018-079,PRJ-2018-079-SOV-06,92332.9,994,84,127,125,2018-08-15,2019-01-14,1078
PRJ-2018-079,PRJ-2018-079-SOV-07,86980.25,968,70,123,122,2018-08-15,2019-01-17,1038
PRJ-2018-079,PRJ-2018-079-SOV-08,92001.0,966,56,124,124,2018-08-17,2019-01-17,1022
PRJ-2018-079,PRJ-2018-079-SOV-09,169968.61000000002,1962,116,253,247,2018-08-15,2019-05-27,2078
PRJ-2018-079,PRJ-2018-079-SOV-10,104478.55,1120,66,141,141,2019-01-18,2019-05-28,1186
PRJ-2018-079,PRJ-2018-079-SOV-11,136098.64,1440,90,181,180,2019-01-21,2019-08-14,1530
PRJ-2018-079,PRJ-2018-079-SOV-12,97595.45,1072,68,135,134,2019-01-18,2019-05-28,1140
PRJ-2018-079,PRJ-2018-079-SOV-13,45143.41,460,34,60,60,2019-05-29,2019-08-14,494
PRJ-2018-079,PRJ-2018-079-SOV-14,42488.48,466,26,59,58,2019-05-29,2019-08-14,492
PRJ-2018-079,PRJ-2018-079-SOV-15,34938.81,388,30,49,49,2019-05-29,2019-08-12,418
PRJ-2018-080,PRJ-2018-080-SOV-01,357140.47000000003,3956,198,500,485,2018-02-12,2019-05-17,4154
PRJ-2018-080,PRJ-2018-080-SOV-02,146744.4,1592,110,201,198,2018-02-12,2018-06-28,1702
PRJ-2018-080,PRJ-2018-080-SOV-03,215332.99,2378,126,299,293,2018-03-29,2018-11-14,2504
PRJ-2018-080,PRJ-2018-080-SOV-04,207006.34,2198,146,277,275,2018-03-29,2018-11-13,2344
PRJ-2018-080,PRJ-2018-080-SOV-05,203797.2,2186,146,278,271,2018-04-02,2018-11-14,2332
PRJ-2018-080,PRJ-2018-080-SOV-06,110804.37,1238,70,156,156,2018-06-29,2018-11-14,1308
PRJ-2018-080,PRJ-2018-080-SOV-07,120897.11,1290,84,162,162,2018-06-29,2018-11-14,1374
PRJ-2018-080,PRJ-2018-080-SOV-08,105731.93000000001,1186,50,148,148,2018-07-02,2018-11-14,1236
PRJ-2018-080,PRJ-2018-080-SOV-09,255536.66,2790,186,352,345,2018-06-29,2019-03-11,2976
PRJ-2018-080,PRJ-2018-080-SOV-10,138063.06,1510,102,191,189,2018-11-15,2019-03-11,1612
PRJ-2018-080,PRJ-2018-080-SOV-11,154034.94,1666,104,211,205,2018-11-15,2019-05-17,1770
PRJ-2018-080,PRJ-2018-080-SOV-12,117046.74,1270,88,160,160,2018-11-15,2019-03-11,1358
PRJ-2018-080,PRJ-2018-080-SOV-13,26525.96,296,12,38,38,2019-03-12,2019-05-15,308
PRJ-2018-080,PRJ-2018-080-SOV-14,44377.340000000004,482,20,61,61,2019-03-15,2019-05-16,502
PRJ-2018-080,PRJ-2018-080-SOV-15,39892.04,396,22,51,51,2019-03-12,2019-05-14,418
PRJ-2019-081,PRJ-2019-081-SOV-01,724895.16,7948,484,1007,949,2019-02-25,2021-05-04,8432
PRJ-2019-081,PRJ-2019-081-SOV-02,256405.42,2776,178,352,347,2019-02-25,2019-10-22,2954
PRJ-2019-081,PRJ-2019-081-SOV-03,358190.36,4010,206,509,496,2019-05-17,2020-06-18,4216
PRJ-2019-081,PRJ-2019-081-SOV-04,367305.34,4040,200,512,503,2019-05-23,2020-06-17,4240
PRJ-2019-081,PRJ-2019-081-SOV-05,363986.72000000003,4054,210,519,503,2019-05-17,2020-06-18,4264
PRJ-2019-081,PRJ-2019-081-SOV-06,190746.58000000002,2108,98,270,263,2019-10-28,2020-06-18,2206
PRJ-2019-081,PRJ-2019-081-SOV-07,218955.31,2374,124,302,295,2019-10-24,2020-06-18,2498
PRJ-2019-081,PRJ-2019-081-SOV-08,214912.78,2304,140,295,289,2019-10-23,2020-06-18,2444
PRJ-2019-081,PRJ-2019-081-SOV-09,405052.84,4400,238,558,545,2019-10-24,2021-01-04,4638
PRJ-2019-081,PRJ-2019-081-SOV-10,182329.1,1954,112,251,249,2020-06-19,2021-01-04,2066
PRJ-2019-081,PRJ-2019-081-SOV-11,281159.23,3152,198,401,393,2020-06-19,2021-05-03,3350
PRJ-2019-081,PRJ-2019-081-SOV-12,209046.27,2242,158,285,284,2020-06-19,2021-01-04,2400
PRJ-2019-081,PRJ-2019-081-SOV-13,52666.28,578,20,73,73,2021-01-07,2021-05-04,598
PRJ-2019-081,PRJ-2019-081-SOV-14,66190.38,692,62,88,88,2021-01-07,2021-04-30,754
PRJ-2019-081,PRJ-2019-081-SOV-15,65713.02,700,34,89,89,2021-01-06,2021-05-04,734
PRJ-2019-082,PRJ-2019-082-SOV-01,635986.67,7170,372,912,874,2019-03-21,2021-02-25,7542
PRJ-2019-082,PRJ-2019-082-SOV-02,189356.19,2132,98,271,270,2019-03-22,2019-10-18,2230
PRJ-2019-082,PRJ-2019-082-SOV-03,334161.05,3746,214,473,466,2019-05-31,2020-05-19,3960
PRJ-2019-082,PRJ-2019-082-SOV-04,334724.88,3672,210,465,454,2019-06-05,2020-05-19,3882
PRJ-2019-082,PRJ-2019-082-SOV-05,333761.02,3582,248,454,443,2019-05-31,2020-05-19,3830
PRJ-2019-082,PRJ-2019-082-SOV-06,206539.23,2276,138,287,282,2019-10-22,2020-05-19,2414
PRJ-2019-082,PRJ-2019-082-SOV-07,177529.79,2006,110,255,251,2019-10-21,2020-05-19,2116
PRJ-2019-082,PRJ-2019-082-SOV-08,173482.45,1870,120,240,237,2019-10-21,2020-05-19,1990
PRJ-2019-082,PRJ-2019-082-SOV-09,330428.17,3638,174,462,447,2019-10-22,2020-11-11,3812
PRJ-2019-082,PRJ-2019-082-SOV-10,172909.27,1846,112,234,231,2020-05-20,2020-11-12,1958
PRJ-2019-082,PRJ-2019-082-SOV-11,219635.42,2382,152,300,295,2020-05-20,2021-02-25,2534
PRJ-2019-082,PRJ-2019-082-SOV-12,172333.86000000002,1962,102,248,247,2020-05-20,2020-11-11,2064
PRJ-2019-082,PRJ-2019-082-SOV-13,56260.85,596,42,77,76,2020-11-13,2021-02-25,638
PRJ-2019-082,PRJ-2019-082-SOV-14,55948.49,628,26,79,79,2020-11-17,2021-02-25,654
PRJ-2019-082,PRJ-2019-082-SOV-15,66004.44,720,42,90,89,2020-11-13,2021-02-25,762
PRJ-2019-083,PRJ-2019-083-SOV-01,419604.18,4554,238,578,556,2019-01-11,2020-08-18,4792
PRJ-2019-083,PRJ-2019-083-SOV-02,152161.24,1672,98,212,208,2019-01-11,2019-07-04,1770
PRJ-2019-083,PRJ-2019-083-SOV-03,181411.51,1972,126,250,247,2019-03-12,2019-12-26,2098
PRJ-2019-083,PRJ-2019-083-SOV-04,194905.7,2152,122,273,270,2019-03-13,2019-12-26,2274
PRJ-2019-083,PRJ-2019-083-SOV-05,169126.99,1908,76,242,239,2019-03-19,2019-12-27,1984
PRJ-2019-083,PRJ-2019-083-SOV-06,95620.71,1074,60,135,132,2019-07-08,2019-12-27,1134
PRJ-2019-083,PRJ-2019-083-SOV-07,98229.06,1044,58,134,133,2019-07-08,2019-12-27,1102
PRJ-2019-083,PRJ-2019-083-SOV-08,84626.61,944,64,119,119,2019-07-08,2019-12-27,1008
PRJ-2019-083,PRJ-2019-083-SOV-09,204144.51,2314,110,293,286,2019-07-08,2020-05-22,2424
PRJ-2019-083,PRJ-2019-083-SOV-10,122066.8,1322,70,166,165,2019-12-30,2020-05-22,1392
PRJ-2019-083,PRJ-2019-083-SOV-11,148857.32,1612,108,204,203,2019-12-30,2020-08-18,1720
PRJ-2019-083,PRJ-2019-083-SOV-12,100591.58,1162,42,146,143,2019-12-30,2020-05-21,1204
PRJ-2019-083,PRJ-2019-083-SOV-13,37508.89,360,42,47,47,2020-05-25,2020-08-18,402
PRJ-2019-083,PRJ-2019-083-SOV-14,56681.33,656,30,82,82,2020-05-26,2020-08-18,686
PRJ-2019-083,PRJ-2019-083-SOV-15,41164.17,452,24,59,59,2020-05-25,2020-08-18,476
PRJ-2019-084,PRJ-2019-084-SOV-01,383713.03,4314,234,542,527,2019-02-19,2020-05-25,4548
PRJ-2019-084,PRJ-2019-084-SOV-02,133382.17,1484,54,188,186,2019-02-19,2019-07-04,1538
PRJ-2019-084,PRJ-2019-084-SOV-03,218400.26,2456,146,311,304,2019-04-05,2019-11-21,2602
PRJ-2019-084,PRJ-2019-084-SOV-04,231495.78,2516,166,318,313,2019-04-05,2019-11-21,2682
PRJ-2019-084,PRJ-2019-084-SOV-05,217646.61000000002,2418,140,305,298,2019-04-10,2019-11-21,2558
PRJ-2019-084,PRJ-2019-084-SOV-06,122977.88,1340,82,169,169,2019-07-08,2019-11-20,1422
PRJ-2019-084,PRJ-2019-084-SOV-07,113907.59,1220,76,156,156,2019-07-09,2019-11-21,1296
PRJ-2019-084,PRJ-2019-084-SOV-08,110224.91,1212,60,154,154,2019-07-08,2019-11-21,1272
PRJ-2019-084,PRJ-2019-084-SOV-09,230179.96,2518,152,322,314,2019-07-08,2020-03-16,2670
PRJ-2019-084,PRJ-2019-084-SOV-10,123322.55,1342,64,170,169,2019-11-22,2020-03-17,1406
PRJ-2019-084,PRJ-2019-084-SOV-11,144748.97,1578,110,200,196,2019-11-22,2020-05-22,1688
PRJ-2019-084,PRJ-2019-084-SOV-12,144290.01,1548,108,196,194,2019-11-22,2020-03-13,1656
PRJ-2019-084,PRJ-2019-084-SOV-13,37674.43,380,20,47,46,2020-03-19,2020-05-22,400
PRJ-2019-084,PRJ-2019-084-SOV-14,31942.98,348,28,43,43,2020-03-19,2020-05-22,376
PRJ-2019-084,PRJ-2019-084-SOV-15,34264.840000000004,378,20,48,48,2020-03-20,2020-05-22,398
PRJ-2019-085,PRJ-2019-085-SOV-01,347929.47000000003,3796,234,481,472,2019-03-26,2020-07-28,4030
PRJ-2019-085,PRJ-2019-085-SOV-02,108750.44,1226,78,155,154,2019-03-26,2019-08-20,1304
PRJ-2019-085,PRJ-2019-085-SOV-03,144772.81,1610,92,204,201,2019-05-16,2020-01-14,1702
PRJ-2019-085,PRJ-2019-085-SOV-04,163694.58000000002,1784,132,225,224,2019-05-16,2020-01-15,1916
PRJ-2019-085,PRJ-2019-085-SOV-05,136665.45,1564,42,197,192,2019-05-15,2020-01-14,1606
PRJ-2019-085,PRJ-2019-085-SOV-06,83913.49,942,58,121,121,2019-08-21,2020-01-15,1000
PRJ-2019-085,PRJ-2019-085-SOV-07,79002.7,886,36,114,112,2019-08-21,2020-01-13,922
PRJ-2019-085,PRJ-2019-085-SOV-08,82940.1,964,32,123,123,2019-08-21,2020-01-14,996
PRJ-2019-085,PRJ-2019-085-SOV-09,164015.69,1768,94,222,217,2019-08-21,2020-05-18,1862
PRJ-2019-085,PRJ-2019-085-SOV-10,88588.25,976,72,125,125,2020-01-16,2020-05-13,1048
PRJ-2019-085,PRJ-2019-085-SOV-11,132304.7,1450,80,185,181,2020-01-17,2020-07-29,1530
PRJ-2019-085,PRJ-2019-085-SOV-12,81481.78,910,60,116,115,2020-01-17,2020-05-18,970
PRJ-2019-085,PRJ-2019-085-SOV-13,35349.35,390,12,49,47,2020-05-19,2020-07-29,402
PRJ-2019-085,PRJ-2019-085-SOV-14,34506.97,374,34,48,48,2020-05-20,2020-07-29,408
PRJ-2019-085,PRJ-2019-085-SOV-15,35859.22,400,12,50,50,2020-05-19,2020-07-27,412
PRJ-2019-086,PRJ-2019-086-SOV-01,306930.11,3336,202,420,412,2019-03-04,2020-06-05,3538
PRJ-2019-086,PRJ-2019-086-SOV-02,95383.28,1130,48,143,142,2019-03-04,2019-07-17,1178
PRJ-2019-086,PRJ-2019-086-SOV-03,145619.9,1592,104,203,202,2019-04-18,2019-12-04,1696
PRJ-2019-086,PRJ-2019-086-SOV-04,149646.69,1598,104,203,201,2019-04-18,2019-12-04,1702
PRJ-2019-086,PRJ-2019-086-SOV-05,149788.65,1574,112,200,199,2019-04-18,2019-12-03,1686
PRJ-2019-086,PRJ-2019-086-SOV-06,78624.16,876,36,110,109,2019-07-19,2019-12-04,912
PRJ-2019-086,PRJ-2019-086-SOV-07,69853.56,736,38,96,96,2019-07-23,2019-12-03,774
PRJ-2019-086,PRJ-2019-086-SOV-08,64740.32,736,54,94,94,2019-07-23,2019-12-04,790
PRJ-2019-086,PRJ-2019-086-SOV-09,186128.81,2002,134,257,253,2019-07-22,2020-03-30,2136
PRJ-2019-086,PRJ-2019-086-SOV-10,87524.61,938,90,119,119,2019-12-05,2020-03-30,1028
PRJ-2019-086,PRJ-2019-086-SOV-11,129975.99,1434,80,183,181,2019-12-05,2020-06-04,1514
PRJ-2019-086,PRJ-2019-086-SOV-12,94163.1,982,62,125,125,2019-12-05,2020-03-30,1044
PRJ-2019-086,PRJ-2019-086-SOV-13,26005.21,302,18,39,39,2020-03-31,2020-06-05,320
PRJ-2019-086,PRJ-2019-086-SOV-14,42432.1,454,20,56,56,2020-03-31,2020-06-04,474
PRJ-2019-086,PRJ-2019-086-SOV-15,33205.130000000005,358,18,46,46,2020-03-31,2020-06-02,376
PRJ-2019-087,PRJ-2019-087-SOV-01,747063.23,8254,486,1049,996,2019-03-19,2021-06-24,8740
PRJ-2019-087,PRJ-2019-087-SOV-02,252569.16,2824,132,356,351,2019-03-18,2019-11-21,2956
PRJ-2019-087,PRJ-2019-087-SOV-03,381626.38,4206,220,536,521,2019-06-11,2020-07-28,4426
PRJ-2019-087,PRJ-2019-087-SOV-04,379133.28,4190,238,529,517,2019-06-12,2020-07-28,4428
PRJ-2019-087,PRJ-2019-087-SOV-05,365707.14,4008,224,506,496,2019-06-10,2020-07-27,4232
PRJ-2019-087,PRJ-2019-087-SOV-06,222331.64,2438,122,307,302,2019-11-22,2020-07-28,2560
PRJ-2019-087,PRJ-2019-087-SOV-07,225897.54,2412,144,306,301,2019-11-22,2020-07-28,2556
PRJ-2019-087,PRJ-2019-087-SOV-08,216284.54,2332,156,295,293,2019-11-22,2020-07-28,2488
PRJ-2019-087,PRJ-2019-087-SOV-09,422362.86,4664,254,590,567,2019-11-22,2021-02-19,4918
PRJ-2019-087,PRJ-2019-087-SOV-10,226255.66,2450,130,309,305,2020-07-29,2021-02-16,2580
PRJ-2019-087,PRJ-2019-087-SOV-11,236312.99,2626,154,335,325,2020-07-29,2021-06-23,2780
PRJ-2019-087,PRJ-2019-087-SOV-12,210422.44,2298,144,294,290,2020-07-29,2021-02-18,2442
PRJ-2019-087,PRJ-2019-087-SOV-13,61566.51,630,44,82,82,2021-02-23,2021-06-24,674
PRJ-2019-087,PRJ-2019-087-SOV-14,74148.13,766,52,96,93,2021-02-23,2021-06-24,818
PRJ-2019-087,PRJ-2019-087-SOV-15,54417.08,612,34,77,76,2021-02-22,2021-06-23,646
PRJ-2019-088,PRJ-2019-088-SOV-01,402328.13,4440,274,561,547,2019-01-14,2020-04-17,4714
PRJ-2019-088,PRJ-2019-088-SOV-02,146156.51,1618,86,205,202,2019-01-14,2019-05-30,1704
PRJ-2019-088,PRJ-2019-088-SOV-03,233902.02,2450,182,310,306,2019-02-28,2019-10-16,2632
PRJ-2019-088,PRJ-2019-088-SOV-04,201720.29,2202,144,279,277,2019-03-01,2019-10-16,2346
PRJ-2019-088,PRJ-2019-088-SOV-05,206722.49,2294,164,291,287,2019-03-01,2019-10-16,2458
PRJ-2019-088,PRJ-2019-088-SOV-06,108281.1,1238,70,156,152,2019-05-31,2019-10-16,1308
PRJ-2019-088,PRJ-2019-088-SOV-07,104663.77,1166,40,148,148,2019-06-03,2019-10-15,1206
PRJ-2019-088,PRJ-2019-088-SOV-08,116903.09,1266,84,162,160,2019-05-31,2019-10-16,1350
PRJ-2019-088,PRJ-2019-088-SOV-09,219501.41,2434,112,309,304,2019-05-31,2020-02-10,2546
PRJ-2019-088,PRJ-2019-088-SOV-10,116133.05,1256,72,161,159,2019-10-17,2020-02-07,1328
PRJ-2019-088,PRJ-2019-088-SOV-11,148150.53,1614,76,204,200,2019-10-17,2020-04-17,1690
PRJ-2019-088,PRJ-2019-088-SOV-12,123529.71,1330,90,169,167,2019-10-17,2020-02-10,1420
PRJ-2019-088,PRJ-2019-088-SOV-13,35541.59,366,26,46,46,2020-02-11,2020-04-17,392
PRJ-2019-088,PRJ-2019-088-SOV-14,38051.04,416,14,52,52,2020-02-14,2020-04-16,430
PRJ-2019-088,PRJ-2019-088-SOV-15,28444.32,360,12,45,45,2020-02-12,2020-04-17,372
PRJ-2019-089,PRJ-2019-089-SOV-01,412694.79,4562,250,583,571,2019-02-06,2020-05-12,4812
PRJ-2019-089,PRJ-2019-089-SOV-02,142890.64,1522,104,195,194,2019-02-07,2019-06-24,1626
PRJ-2019-089,PRJ-2019-089-SOV-03,230668.16,2528,170,318,312,2019-03-25,2019-11-08,2698
PRJ-2019-089,PRJ-2019-089-SOV-04,213676.02,2338,120,298,296,2019-03-27,2019-11-08,2458
PRJ-2019-089,PRJ-2019-089-SOV-05,207394.88,2280,94,289,286,2019-03-25,2019-11-08,2374
PRJ-2019-089,PRJ-2019-089-SOV-06,128986.76,1442,62,182,180,2019-06-25,2019-11-08,1504
PRJ-2019-089,PRJ-2019-089-SOV-07,111797.56,1204,82,153,152,2019-06-25,2019-11-05,1286
PRJ-2019-089,PRJ-2019-089-SOV-08,117294.38,1286,66,165,164,2019-06-25,2019-11-08,1352
PRJ-2019-089,PRJ-2019-089-SOV-09,230151.88,2650,136,336,334,2019-06-25,2020-03-04,2786
PRJ-2019-089,PRJ-2019-089-SOV-10,99979.31,1090,66,139,136,2019-11-11,2020-03-04,1156
PRJ-2019-089,PRJ-2019-089-SOV-11,151563.45,1698,94,216,212,2019-11-11,2020-05-12,1792
PRJ-2019-089,PRJ-2019-089-SOV-12,127164.99,1402,64,178,177,2019-11-12,2020-03-04,1466
PRJ-2019-089,PRJ-2019-089-SOV-13,38854.39,404,26,50,50,2020-03-05,2020-05-11,430
PRJ-2019-089,PRJ-2019-089-SOV-14,38510.07,418,28,52,51,2020-03-05,2020-05-12,446
PRJ-2019-089,PRJ-2019-089-SOV-15,36876.44,382,38,49,48,2020-03-05,2020-05-11,420
PRJ-2019-090,PRJ-2019-090-SOV-01,214224.27,2330,138,295,293,2019-03-14,2020-02-14,2468
PRJ-2019-090,PRJ-2019-090-SOV-02,81002.59,910,44,114,113,2019-03-14,2019-06-24,954
PRJ-2019-090,PRJ-2019-090-SOV-03,94800.55,1044,76,132,129,2019-04-18,2019-10-03,1120
PRJ-2019-090,PRJ-2019-090-SOV-04,111548.44,1226,56,155,152,2019-04-18,2019-10-03,1282
PRJ-2019-090,PRJ-2019-090-SOV-05,106462.17,1184,60,149,148,2019-04-19,2019-10-03,1244
PRJ-2019-090,PRJ-2019-090-SOV-06,54341.81,616,32,79,78,2019-06-25,2019-10-03,648
PRJ-2019-090,PRJ-2019-090-SOV-07,51980.16,564,34,71,70,2019-06-25,2019-10-02,598
PRJ-2019-090,PRJ-2019-090-SOV-08,54366.74,606,34,76,76,2019-06-25,2019-10-03,640
PRJ-2019-090,PRJ-2019-090-SOV-09,122308.66,1312,70,167,165,2019-06-26,2019-12-25,1382
