project_id,sov_line_id,material_total_cost
PRJ-2019-094,PRJ-2019-094-SOV-12,384898.45
PRJ-2019-094,PRJ-2019-094-SOV-19,56039.78
PRJ-2019-094,PRJ-2019-094-SOV-20,54323.5
PRJ-2019-095,PRJ-2019-095-SOV-03,405918.87
PRJ-2019-095,PRJ-2019-095-SOV-04,362017.62
PRJ-2019-095,PRJ-2019-095-SOV-05,375143.69999999995
PRJ-2019-095,PRJ-2019-095-SOV-06,168321.84
PRJ-2019-095,PRJ-2019-095-SOV-07,1228395.2
PRJ-2019-095,PRJ-2019-095-SOV-08,938573.06
PRJ-2019-095,PRJ-2019-095-SOV-09,523512.92000000004
PRJ-2019-095,PRJ-2019-095-SOV-10,206969.7
PRJ-2019-095,PRJ-2019-095-SOV-11,151337.03000000003
PRJ-2019-095,PRJ-2019-095-SOV-12,226260.83000000002
PRJ-2019-095,PRJ-2019-095-SOV-20,39958.85
PRJ-2019-095,PRJ-2019-095-SOV-21,93660.92
PRJ-2019-096,PRJ-2019-096-SOV-03,272474.78
PRJ-2019-096,PRJ-2019-096-SOV-04,404537.34
PRJ-2019-096,PRJ-2019-096-SOV-05,398466.56
PRJ-2019-096,PRJ-2019-096-SOV-06,143714.2
PRJ-2019-096,PRJ-2019-096-SOV-07,1064335.66
PRJ-2019-096,PRJ-2019-096-SOV-08,725593.3500000001
PRJ-2019-096,PRJ-2019-096-SOV-09,610535.47
PRJ-2019-096,PRJ-2019-096-SOV-10,177596.63
PRJ-2019-096,PRJ-2019-096-SOV-11,185291.73
PRJ-2019-096,PRJ-2019-096-SOV-12,149693.98
PRJ-2019-096,PRJ-2019-096-SOV-18,57437.29
PRJ-2019-097,PRJ-2019-097-SOV-03,247036.72
PRJ-2019-097,PRJ-2019-097-SOV-04,310725.65
PRJ-2019-097,PRJ-2019-097-SOV-05,283962.76
PRJ-2019-097,PRJ-2019-097-SOV-06,175713.16
PRJ-2019-097,PRJ-2019-097-SOV-07,1006759.06
PRJ-2019-097,PRJ-2019-097-SOV-08,521078.97
PRJ-2019-097,PRJ-2019-097-SOV-09,494285.07
PRJ-2019-097,PRJ-2019-097-SOV-10,201884.69
PRJ-2019-097,PRJ-2019-097-SOV-11,100749.94
PRJ-2019-097,PRJ-2019-097-SOV-12,154623.71
PRJ-2019-097,PRJ-2019-097-SOV-21,11652.35
PRJ-2019-097,PRJ-2019-097-SOV-23,221565.37
PRJ-2019-098,PRJ-2019-098-SOV-03,170269.05
PRJ-2019-098,PRJ-2019-098-SOV-04,280811.84
PRJ-2019-098,PRJ-2019-098-SOV-05,249572.77000000002
PRJ-2019-098,PRJ-2019-098-SOV-06,138036.75
PRJ-2019-098,PRJ-2019-098-SOV-07,724282.4099999999
PRJ-2019-098,PRJ-2019-098-SOV-08,429195.5
PRJ-2019-098,PRJ-2019-098-SOV-09,378642.64
PRJ-2019-098,PRJ-2019-098-SOV-10,153540.01
PRJ-2019-098,PRJ-2019-098-SOV-11,112713.62
PRJ-2019-098,PRJ-2019-098-SOV-12,72835.54
PRJ-2019-099,PRJ-2019-099-SOV-03,341231.41000000003
PRJ-2019-099,PRJ-2019-099-SOV-04,392085.49
PRJ-2019-099,PRJ-2019-099-SOV-05,271595.09
PRJ-2019-099,PRJ-2019-099-SOV-06,284519.35
PRJ-2019-099,PRJ-2019-099-SOV-07,1013517.41
PRJ-2019-099,PRJ-2019-099-SOV-08,1071134.62
PRJ-2019-099,PRJ-2019-099-SOV-09,532772.17
PRJ-2019-099,PRJ-2019-099-SOV-10,243526.68
PRJ-2019-099,PRJ-2019-099-SOV-11,188477.78999999998
PRJ-2019-099,PRJ-2019-099-SOV-12,136752.7
PRJ-2019-100,PRJ-2019-100-SOV-03,148270.33000000002
PRJ-2019-100,PRJ-2019-100-SOV-04,261935.6
PRJ-2019-100,PRJ-2019-100-SOV-05,244225.13
PRJ-2019-100,PRJ-2019-100-SOV-06,70435.34
PRJ-2019-100,PRJ-2019-100-SOV-07,613584.75
PRJ-2019-100,PRJ-2019-100-SOV-08,450447.26
PRJ-2019-100,PRJ-2019-100-SOV-09,294108.22000000003
PRJ-2019-100,PRJ-2019-100-SOV-10,133657.8
PRJ-2019-100,PRJ-2019-100-SOV-11,100274.76999999999
PRJ-2019-100,PRJ-2019-100-SOV-12,90956.31999999999
PRJ-2019-101,PRJ-2019-101-SOV-03,1297233.85
PRJ-2019-101,PRJ-2019-101-SOV-04,2054702.17
PRJ-2019-101,PRJ-2019-101-SOV-05,1173829.24
PRJ-2019-101,PRJ-2019-101-SOV-06,736290.19
PRJ-2019-101,PRJ-2019-101-SOV-07,4150365.32
PRJ-2019-101,PRJ-2019-101-SOV-08,3500519.54
PRJ-2019-101,PRJ-2019-101-SOV-09,2540384.04
PRJ-2019-101,PRJ-2019-101-SOV-10,1390981.8599999999
PRJ-2019-101,PRJ-2019-101-SOV-11,420023.65
PRJ-2019-101,PRJ-2019-101-SOV-12,801247.45
PRJ-2019-102,PRJ-2019-102-SOV-03,1658287.8
PRJ-2019-102,PRJ-2019-102-SOV-04,2392140.96
PRJ-2019-102,PRJ-2019-102-SOV-05,1379545.28
PRJ-2019-102,PRJ-2019-102-SOV-06,664643.23
PRJ-2019-102,PRJ-2019-102-SOV-07,4793097.109999999
PRJ-2019-102,PRJ-2019-102-SOV-08,2439463.6399999997
PRJ-2019-102,PRJ-2019-102-SOV-09,2505695.8
PRJ-2019-102,PRJ-2019-102-SOV-10,1512762.15
PRJ-2019-102,PRJ-2019-102-SOV-11,899847.62
PRJ-2019-102,PRJ-2019-102-SOV-12,617253.2899999999
PRJ-2019-102,PRJ-2019-102-SOV-20,428155.41
PRJ-2019-103,PRJ-2019-103-SOV-03,166356.64
PRJ-2019-103,PRJ-2019-103-SOV-04,270649.21
PRJ-2019-103,PRJ-2019-103-SOV-05,149879.38
PRJ-2019-103,PRJ-2019-103-SOV-06,91382.3
PRJ-2019-103,PRJ-2019-103-SOV-07,597365.6900000001
PRJ-2019-103,PRJ-2019-103-SOV-08,459900.4
PRJ-2019-103,PRJ-2019-103-SOV-09,464833.91000000003
PRJ-2019-103,PRJ-2019-103-SOV-10,107358.21
PRJ-2019-103,PRJ-2019-103-SOV-11,115904.97
PRJ-2019-103,PRJ-2019-103-SOV-12,77468.6
PRJ-2019-103,PRJ-2019-103-SOV-16,62672.64
PRJ-2019-104,PRJ-2019-104-SOV-03,411902.95
PRJ-2019-104,PRJ-2019-104-SOV-04,527881.4
PRJ-2019-104,PRJ-2019-104-SOV-05,498121.53
PRJ-2019-104,PRJ-2019-104-SOV-06,324371.92
PRJ-2019-104,PRJ-2019-104-SOV-07,1446721.0699999998
PRJ-2019-104,PRJ-2019-104-SOV-08,834681.78
PRJ-2019-104,PRJ-2019-104-SOV-09,791438.95
PRJ-2019-104,PRJ-2019-104-SOV-10,392533.57
PRJ-2019-104,PRJ-2019-104-SOV-11,301118.72
PRJ-2019-104,PRJ-2019-104-SOV-12,263523.71
PRJ-2019-104,PRJ-2019-104-SOV-25,116869.75
PRJ-2019-105,PRJ-2019-105-SOV-03,437508.75
PRJ-2019-105,PRJ-2019-105-SOV-04,647251.29
PRJ-2019-105,PRJ-2019-105-SOV-05,382889.29
PRJ-2019-105,PRJ-2019-105-SOV-06,287752.37
PRJ-2019-105,PRJ-2019-105-SOV-07,1746380.3900000001
PRJ-2019-105,PRJ-2019-105-SOV-08,1343518.73
PRJ-2019-105,PRJ-2019-105-SOV-09,985303.09
PRJ-2019-105,PRJ-2019-105-SOV-10,393020.47
PRJ-2019-105,PRJ-2019-105-SOV-11,199362.56
PRJ-2019-105,PRJ-2019-105-SOV-12,270980.44
PRJ-2019-105,PRJ-2019-105-SOV-16,39365.7
PRJ-2019-105,PRJ-2019-105-SOV-22,262349.55
PRJ-2019-106,PRJ-2019-106-SOV-03,1584162.48
PRJ-2019-106,PRJ-2019-106-SOV-04,1436421.73
PRJ-2019-106,PRJ-2019-106-SOV-05,2178002.07
PRJ-2019-106,PRJ-2019-106-SOV-06,781347.62
PRJ-2019-106,PRJ-2019-106-SOV-07,5094595.37
PRJ-2019-106,PRJ-2019-106-SOV-08,4362042.62
PRJ-2019-106,PRJ-2019-106-SOV-09,3282011.49
PRJ-2019-106,PRJ-2019-106-SOV-10,1015213.53
PRJ-2019-106,PRJ-2019-106-SOV-11,773379.84
PRJ-2019-106,PRJ-2019-106-SOV-12,916855.61
PRJ-2019-106,PRJ-2019-106-SOV-19,603361.32
PRJ-2019-107,PRJ-2019-107-SOV-03,571574.99
PRJ-2019-107,PRJ-2019-107-SOV-04,553351.04
PRJ-2019-107,PRJ-2019-107-SOV-05,532576.54
PRJ-2019-107,PRJ-2019-107-SOV-06,321592.41000000003
PRJ-2019-107,PRJ-2019-107-SOV-07,1405661.87
PRJ-2019-107,PRJ-2019-107-SOV-08,1411939.25
PRJ-2019-107,PRJ-2019-107-SOV-09,1108131.7999999998
PRJ-2019-107,PRJ-2019-107-SOV-10,383117.45
PRJ-2019-107,PRJ-2019-107-SOV-11,253896.35
PRJ-2019-107,PRJ-2019-107-SOV-12,331286.78
PRJ-2019-107,PRJ-2019-107-SOV-23,37067.96
PRJ-2019-108,PRJ-2019-108-SOV-03,234808.51
PRJ-2019-108,PRJ-2019-108-SOV-04,525507.09
PRJ-2019-108,PRJ-2019-108-SOV-05,341827.2
PRJ-2019-108,PRJ-2019-108-SOV-06,152239.96000000002
PRJ-2019-108,PRJ-2019-108-SOV-07,1062422.01
PRJ-2019-108,PRJ-2019-108-SOV-08,867254.34
PRJ-2019-108,PRJ-2019-108-SOV-09,744599.95
PRJ-2019-108,PRJ-2019-108-SOV-10,293855.72
PRJ-2019-108,PRJ-2019-108-SOV-11,145003.65
PRJ-2019-108,PRJ-2019-108-SOV-12,193292.29
PRJ-2019-109,PRJ-2019-109-SOV-03,390332.63
PRJ-2019-109,PRJ-2019-109-SOV-04,475456.62
PRJ-2019-109,PRJ-2019-109-SOV-05,413040.51999999996
PRJ-2019-109,PRJ-2019-109-SOV-06,237788.69
PRJ-2019-109,PRJ-2019-109-SOV-07,1730714.1800000002
PRJ-2019-109,PRJ-2019-109-SOV-08,1123589.0
PRJ-2019-109,PRJ-2019-109-SOV-09,710145.5800000001
PRJ-2019-109,PRJ-2019-109-SOV-10,567084.8
PRJ-2019-109,PRJ-2019-109-SOV-11,173533.95
PRJ-2019-109,PRJ-2019-109-SOV-12,262355.42000000004
PRJ-2019-109,PRJ-2019-109-SOV-22,28764.84
PRJ-2019-110,PRJ-2019-110-SOV-03,110416.91
PRJ-2019-110,PRJ-2019-110-SOV-04,119450.1
PRJ-2019-110,PRJ-2019-110-SOV-05,134904.76
PRJ-2019-110,PRJ-2019-110-SOV-06,45152.22
PRJ-2019-110,PRJ-2019-110-SOV-07,455819.45999999996
PRJ-2019-110,PRJ-2019-110-SOV-08,397671.33999999997
PRJ-2019-110,PRJ-2019-110-SOV-09,282401.63
PRJ-2019-110,PRJ-2019-110-SOV-10,102146.0
PRJ-2019-110,PRJ-2019-110-SOV-11,46537.69
PRJ-2019-110,PRJ-2019-110-SOV-12,50087.63
PRJ-2019-110,PRJ-2019-110-SOV-19,63805.7
PRJ-2019-110,PRJ-2019-110-SOV-22,37588.14
PRJ-2019-111,PRJ-2019-111-SOV-03,343251.29000000004
PRJ-2019-111,PRJ-2019-111-SOV-04,471588.37
PRJ-2019-111,PRJ-2019-111-SOV-05,442488.54
PRJ-2019-111,PRJ-2019-111-SOV-06,175220.83000000002
PRJ-2019-111,PRJ-2019-111-SOV-07,1138779.2
PRJ-2019-111,PRJ-2019-111-SOV-08,918578.6799999999
PRJ-2019-111,PRJ-2019-111-SOV-09,508176.0
PRJ-2019-111,PRJ-2019-111-SOV-10,366986.08999999997
PRJ-2019-111,PRJ-2019-111-SOV-11,220947.69
PRJ-2019-111,PRJ-2019-111-SOV-12,161313.34
PRJ-2019-111,PRJ-2019-111-SOV-18,301016.81
PRJ-2019-111,PRJ-2019-111-SOV-20,56326.79
PRJ-2019-111,PRJ-2019-111-SOV-24,90890.79
PRJ-2019-112,PRJ-2019-112-SOV-03,408413.62
PRJ-2019-112,PRJ-2019-112-SOV-04,476810.41000000003
PRJ-2019-112,PRJ-2019-112-SOV-05,383933.12
PRJ-2019-112,PRJ-2019-112-SOV-06,163007.88
PRJ-2019-112,PRJ-2019-112-SOV-07,933404.3999999999
PRJ-2019-112,PRJ-2019-112-SOV-08,653279.9
PRJ-2019-112,PRJ-2019-112-SOV-09,670568.22
PRJ-2019-112,PRJ-2019-112-SOV-10,355812.63
PRJ-2019-112,PRJ-2019-112-SOV-11,150527.39
PRJ-2019-112,PRJ-2019-112-SOV-12,193153.13999999998
PRJ-2019-112,PRJ-2019-112-SOV-18,143731.55
PRJ-2019-112,PRJ-2019-112-SOV-22,120091.56
PRJ-2019-112,PRJ-2019-112-SOV-24,145102.53
PRJ-2019-113,PRJ-2019-113-SOV-03,97637.7
PRJ-2019-113,PRJ-2019-113-SOV-04,115484.45999999999
PRJ-2019-113,PRJ-2019-113-SOV-05,92731.34
PRJ-2019-113,PRJ-2019-113-SOV-06,55822.81
PRJ-2019-113,PRJ-2019-113-SOV-07,429891.49
PRJ-2019-113,PRJ-2019-113-SOV-08,242703.07
PRJ-2019-113,PRJ-2019-113-SOV-09,224003.75
PRJ-2019-113,PRJ-2019-113-SOV-10,74686.82
PRJ-2019-113,PRJ-2019-113-SOV-11,47060.06
PRJ-2019-113,PRJ-2019-113-SOV-12,57153.18
PRJ-2019-113,PRJ-2019-113-SOV-24,7943.5
PRJ-2019-114,PRJ-2019-114-SOV-03,580975.98
PRJ-2019-114,PRJ-2019-114-SOV-04,1126987.22
PRJ-2019-114,PRJ-2019-114-SOV-05,641420.08
PRJ-2019-114,PRJ-2019-114-SOV-06,277696.73
PRJ-2019-114,PRJ-2019-114-SOV-07,2393655.07
PRJ-2019-114,PRJ-2019-114-SOV-08,1921563.6800000002
PRJ-2019-114,PRJ-2019-114-SOV-09,1331518.53
PRJ-2019-114,PRJ-2019-114-SOV-10,783798.26
PRJ-2019-114,PRJ-2019-114-SOV-11,297865.41000000003
PRJ-2019-114,PRJ-2019-114-SOV-12,270177.32
PRJ-2019-114,PRJ-2019-114-SOV-21,63298.08
PRJ-2019-114,PRJ-2019-114-SOV-25,70559.68
PRJ-2019-115,PRJ-2019-115-SOV-03,586739.3300000001
PRJ-2019-115,PRJ-2019-115-SOV-04,1158712.0699999998
PRJ-2019-115,PRJ-2019-115-SOV-05,1037604.26
PRJ-2019-115,PRJ-2019-115-SOV-06,281315.60000000003
PRJ-2019-115,PRJ-2019-115-SOV-07,3229719.59
PRJ-2019-115,PRJ-2019-115-SOV-08,1477697.73
PRJ-2019-115,PRJ-2019-115-SOV-09,1426671.61
PRJ-2019-115,PRJ-2019-115-SOV-10,522186.81000000006
PRJ-2019-115,PRJ-2019-115-SOV-11,282336.21
PRJ-2019-115,PRJ-2019-115-SOV-12,429763.31
PRJ-2019-116,PRJ-2019-116-SOV-03,1076817.5
PRJ-2019-116,PRJ-2019-116-SOV-04,1543096.27
PRJ-2019-116,PRJ-2019-116-SOV-05,643418.49
PRJ-2019-116,PRJ-2019-116-SOV-06,680607.73
PRJ-2019-116,PRJ-2019-116-SOV-07,2804106.62
PRJ-2019-116,PRJ-2019-116-SOV-08,2643197.76
PRJ-2019-116,PRJ-2019-116-SOV-09,2246372.06
PRJ-2019-116,PRJ-2019-116-SOV-10,721623.72
PRJ-2019-116,PRJ-2019-116-SOV-11,323726.33
PRJ-2019-116,PRJ-2019-116-SOV-12,438632.94000000006
PRJ-2019-116,PRJ-2019-116-SOV-18,523296.14
PRJ-2019-116,PRJ-2019-116-SOV-19,377936.77
PRJ-2019-117,PRJ-2019-117-SOV-03,599912.54
PRJ-2019-117,PRJ-2019-117-SOV-04,1102521.62
PRJ-2019-117,PRJ-2019-117-SOV-05,831767.8400000001
PRJ-2019-117,PRJ-2019-117-SOV-06,369908.5
PRJ-2019-117,PRJ-2019-117-SOV-07,2605051.65
PRJ-2019-117,PRJ-2019-117-SOV-08,1904405.83
PRJ-2019-117,PRJ-2019-117-SOV-09,1418413.42
PRJ-2019-117,PRJ-2019-117-SOV-10,387460.18
PRJ-2019-117,PRJ-2019-117-SOV-11,399060.95
PRJ-2019-117,PRJ-2019-117-SOV-12,348097.29000000004
PRJ-2019-117,PRJ-2019-117-SOV-17,129763.19
PRJ-2019-118,PRJ-2019-118-SOV-03,131295.38
PRJ-2019-118,PRJ-2019-118-SOV-04,237022.75
PRJ-2019-118,PRJ-2019-118-SOV-05,131358.69
PRJ-2019-118,PRJ-2019-118-SOV-06,113774.62999999999
PRJ-2019-118,PRJ-2019-118-SOV-07,373888.46
PRJ-2019-118,PRJ-2019-118-SOV-08,354390.68
PRJ-2019-118,PRJ-2019-118-SOV-09,332281.26
PRJ-2019-118,PRJ-2019-118-SOV-10,158252.02
PRJ-2019-118,PRJ-2019-118-SOV-11,50041.58
PRJ-2019-118,PRJ-2019-118-SOV-12,63056.78
PRJ-2019-119,PRJ-2019-119-SOV-03,616973.41
PRJ-2019-119,PRJ-2019-119-SOV-04,767795.09
PRJ-2019-119,PRJ-2019-119-SOV-05,681734.64
PRJ-2019-119,PRJ-2019-119-SOV-06,298586.65
PRJ-2019-119,PRJ-2019-119-SOV-07,2345483.12
PRJ-2019-119,PRJ-2019-119-SOV-08,1446254.65
PRJ-2019-119,PRJ-2019-119-SOV-09,1336271.91
PRJ-2019-119,PRJ-2019-119-SOV-10,375794.38
PRJ-2019-119,PRJ-2019-119-SOV-11,228132.08
PRJ-2019-119,PRJ-2019-119-SOV-12,382405.47000000003
PRJ-2019-119,PRJ-2019-119-SOV-24,65393.04
PRJ-2019-119,PRJ-2019-119-SOV-25,143376.68
PRJ-2019-120,PRJ-2019-120-SOV-03,255977.7
PRJ-2019-120,PRJ-2019-120-SOV-04,339466.2
PRJ-2019-120,PRJ-2019-120-SOV-05,268672.77
PRJ-2019-120,PRJ-2019-120-SOV-06,148817.1
PRJ-2019-120,PRJ-2019-120-SOV-07,828866.85
PRJ-2019-120,PRJ-2019-120-SOV-08,569168.54
PRJ-2019-120,PRJ-2019-120-SOV-09,499744.95999999996
PRJ-2019-120,PRJ-2019-120-SOV-10,135884.93
PRJ-2019-120,PRJ-2019-120-SOV-11,107005.35
PRJ-2019-120,PRJ-2019-120-SOV-12,103402.17
PRJ-2019-120,PRJ-2019-120-SOV-23,164520.12
PRJ-2019-121,PRJ-2019-121-SOV-03,1110936.37
PRJ-2019-121,PRJ-2019-121-SOV-04,2050762.8699999999
PRJ-2019-121,PRJ-2019-121-SOV-05,1668900.3
PRJ-2019-121,PRJ-2019-121-SOV-06,1113595.51
PRJ-2019-121,PRJ-2019-121-SOV-07,5662801.51
PRJ-2019-121,PRJ-2019-121-SOV-08,3282562.34
PRJ-2019-121,PRJ-2019-121-SOV-09,2959364.95
PRJ-2019-121,PRJ-2019-121-SOV-10,1519252.7
PRJ-2019-121,PRJ-2019-121-SOV-11,657970.2
PRJ-2019-121,PRJ-2019-121-SOV-12,765648.3
PRJ-2019-121,PRJ-2019-121-SOV-20,682841.85
PRJ-2019-121,PRJ-2019-121-SOV-24,176591.11
PRJ-2019-122,PRJ-2019-122-SOV-03,99160.04000000001
PRJ-2019-122,PRJ-2019-122-SOV-04,124221.63999999998
PRJ-2019-122,PRJ-2019-122-SOV-05,136188.12
PRJ-2019-122,PRJ-2019-122-SOV-06,62107.62
PRJ-2019-122,PRJ-2019-122-SOV-07,342812.01
PRJ-2019-122,PRJ-2019-122-SOV-08,311496.95
PRJ-2019-122,PRJ-2019-122-SOV-09,180892.21000000002
PRJ-2019-122,PRJ-2019-122-SOV-10,82585.6
PRJ-2019-122,PRJ-2019-122-SOV-11,45413.18
PRJ-2019-122,PRJ-2019-122-SOV-12,73160.11
PRJ-2019-123,PRJ-2019-123-SOV-03,268846.15
PRJ-2019-123,PRJ-2019-123-SOV-04,464215.52
PRJ-2019-123,PRJ-2019-123-SOV-05,206352.07
PRJ-2019-123,PRJ-2019-123-SOV-06,201700.41999999998
PRJ-2019-123,PRJ-2019-123-SOV-07,1029256.62
PRJ-2019-123,PRJ-2019-123-SOV-08,836168.1
PRJ-2019-123,PRJ-2019-123-SOV-09,523854.47
PRJ-2019-123,PRJ-2019-123-SOV-10,231537.73
PRJ-2019-123,PRJ-2019-123-SOV-11,105505.95
PRJ-2019-123,PRJ-2019-123-SOV-12,226718.3
PRJ-2019-123,PRJ-2019-123-SOV-16,316017.59
PRJ-2019-123,PRJ-2019-123-SOV-22,42042.03
PRJ-2019-123,PRJ-2019-123-SOV-24,42042.03
PRJ-2019-123,PRJ-2019-123-SOV-25,47659.18
PRJ-2019-124,PRJ-2019-124-SOV-03,200913.19
PRJ-2019-124,PRJ-2019-124-SOV-04,329360.27
PRJ-2019-124,PRJ-2019-124-SOV-05,196293.78
PRJ-2019-124,PRJ-2019-124-SOV-06,138158.9
PRJ-2019-124,PRJ-2019-124-SOV-07,729400.25
PRJ-2019-124,PRJ-2019-124-SOV-08,529162.5
PRJ-2019-124,PRJ-2019-124-SOV-09,323162.38
PRJ-2019-124,PRJ-2019-124-SOV-10,185027.49
PRJ-2019-124,PRJ-2019-124-SOV-11,70765.29000000001
PRJ-2019-124,PRJ-2019-124-SOV-12,155193.3
PRJ-2019-125,PRJ-2019-125-SOV-03,330242.19
PRJ-2019-125,PRJ-2019-125-SOV-04,693833.6699999999
PRJ-2019-125,PRJ-2019-125-SOV-05,525291.31
PRJ-2019-125,PRJ-2019-125-SOV-06,280755.36
PRJ-2019-125,PRJ-2019-125-SOV-07,1205946.19
PRJ-2019-125,PRJ-2019-125-SOV-08,1047994.29
PRJ-2019-125,PRJ-2019-125-SOV-09,773758.89
PRJ-2019-125,PRJ-2019-125-SOV-10,565477.23
PRJ-2019-125,PRJ-2019-125-SOV-11,193952.67
PRJ-2019-125,PRJ-2019-125-SOV-12,250441.87
PRJ-2019-125,PRJ-2019-125-SOV-23,41274.25
PRJ-2019-126,PRJ-2019-126-SOV-03,1655627.6
PRJ-2019-126,PRJ-2019-126-SOV-04,1870200.89
PRJ-2019-126,PRJ-2019-126-SOV-05,1561348.9400000002
PRJ-2019-126,PRJ-2019-126-SOV-06,1061503.44
PRJ-2019-126,PRJ-2019-126-SOV-07,5306320.39
PRJ-2019-126,PRJ-2019-126-SOV-08,2739192.09
PRJ-2019-126,PRJ-2019-126-SOV-09,2524065.87
PRJ-2019-126,PRJ-2019-126-SOV-10,922725.26
PRJ-2019-126,PRJ-2019-126-SOV-11,401086.52
PRJ-2019-126,PRJ-2019-126-SOV-12,782248.6699999999
PRJ-2019-126,PRJ-2019-126-SOV-16,262450.63
PRJ-2019-126,PRJ-2019-126-SOV-17,25017.99
PRJ-2019-126,PRJ-2019-126-SOV-19,57194.77
PRJ-2019-127,PRJ-2019-127-SOV-03,576952.58
PRJ-2019-127,PRJ-2019-127-SOV-04,590380.16
PRJ-2019-127,PRJ-2019-127-SOV-05,293118.17
PRJ-2019-127,PRJ-2019-127-SOV-06,223825.47
PRJ-2019-127,PRJ-2019-127-SOV-07,1496220.26
PRJ-2019-127,PRJ-2019-127-SOV-08,989233.67
PRJ-2019-127,PRJ-2019-127-SOV-09,746964.96
PRJ-2019-127,PRJ-2019-127-SOV-10,256484.22
PRJ-2019-127,PRJ-2019-127-SOV-11,209469.08
PRJ-2019-127,PRJ-2019-127-SOV-12,173007.31
PRJ-2019-128,PRJ-2019-128-SOV-03,134354.08
PRJ-2019-128,PRJ-2019-128-SOV-04,139807.9
PRJ-2019-128,PRJ-2019-128-SOV-05,123220.64000000001
PRJ-2019-128,PRJ-2019-128-SOV-06,52939.24
PRJ-2019-128,PRJ-2019-128-SOV-07,374861.93
PRJ-2019-128,PRJ-2019-128-SOV-08,276833.57999999996
PRJ-2019-128,PRJ-2019-128-SOV-09,178429.95
PRJ-2019-128,PRJ-2019-128-SOV-10,77786.69
PRJ-2019-128,PRJ-2019-128-SOV-11,37536.340000000004
PRJ-2019-128,PRJ-2019-128-SOV-12,32818.05
PRJ-2019-128,PRJ-2019-128-SOV-17,11658.53
PRJ-2019-128,PRJ-2019-128-SOV-23,14746.88
PRJ-2019-129,PRJ-2019-129-SOV-03,597185.6599999999
PRJ-2019-129,PRJ-2019-129-SOV-04,801680.49
PRJ-2019-129,PRJ-2019-129-SOV-05,447172.21
PRJ-2019-129,PRJ-2019-129-SOV-06,261680.99
PRJ-2019-129,PRJ-2019-129-SOV-07,1354237.34
PRJ-2019-129,PRJ-2019-129-SOV-08,1289354.0899999999
PRJ-2019-129,PRJ-2019-129-SOV-09,958435.84
PRJ-2019-129,PRJ-2019-129-SOV-10,357728.53
PRJ-2019-129,PRJ-2019-129-SOV-11,178849.48
PRJ-2019-129,PRJ-2019-129-SOV-12,343711.05
PRJ-2019-129,PRJ-2019-129-SOV-25,145187.3
PRJ-2019-130,PRJ-2019-130-SOV-03,229368.02
PRJ-2019-130,PRJ-2019-130-SOV-04,236946.93
PRJ-2019-130,PRJ-2019-130-SOV-05,248389.88
PRJ-2019-130,PRJ-2019-130-SOV-06,128206.96
PRJ-2019-130,PRJ-2019-130-SOV-07,852039.5499999999
PRJ-2019-130,PRJ-2019-130-SOV-08,696695.66
PRJ-2019-130,PRJ-2019-130-SOV-09,384663.41000000003
PRJ-2019-130,PRJ-2019-130-SOV-10,230420.51
PRJ-2019-130,PRJ-2019-130-SOV-11,96318.28
PRJ-2019-130,PRJ-2019-130-SOV-12,160708.16999999998
PRJ-2019-131,PRJ-2019-131-SOV-03,1681785.49
PRJ-2019-131,PRJ-2019-131-SOV-04,1385878.07
PRJ-2019-131,PRJ-2019-131-SOV-05,1686598.0
PRJ-2019-131,PRJ-2019-131-SOV-06,664836.77
PRJ-2019-131,PRJ-2019-131-SOV-07,4528568.93
PRJ-2019-131,PRJ-2019-131-SOV-08,3055652.29
PRJ-2019-131,PRJ-2019-131-SOV-09,2441267.63
PRJ-2019-131,PRJ-2019-131-SOV-10,1020786.3200000001
PRJ-2019-131,PRJ-2019-131-SOV-11,654526.72
PRJ-2019-131,PRJ-2019-131-SOV-12,652161.13
PRJ-2019-132,PRJ-2019-132-SOV-03,201888.22
PRJ-2019-132,PRJ-2019-132-SOV-04,228995.36
PRJ-2019-132,PRJ-2019-132-SOV-05,170519.69
PRJ-2019-132,PRJ-2019-132-SOV-06,92438.63
PRJ-2019-132,PRJ-2019-132-SOV-07,573439.69
PRJ-2019-132,PRJ-2019-132-SOV-08,404270.72
PRJ-2019-132,PRJ-2019-132-SOV-09,315918.08
PRJ-2019-132,PRJ-2019-132-SOV-10,75310.57999999999
PRJ-2019-132,PRJ-2019-132-SOV-11,77971.09
PRJ-2019-132,PRJ-2019-132-SOV-12,69945.65
PRJ-2019-132,PRJ-2019-132-SOV-22,20175.75
PRJ-2019-132,PRJ-2019-132-SOV-24,12985.0
PRJ-2019-133,PRJ-2019-133-SOV-03,248546.38
PRJ-2019-133,PRJ-2019-133-SOV-04,348881.83
PRJ-2019-133,PRJ-2019-133-SOV-05,239240.32
PRJ-2019-133,PRJ-2019-133-SOV-06,233488.78
PRJ-2019-133,PRJ-2019-133-SOV-07,899112.63
PRJ-2019-133,PRJ-2019-133-SOV-08,593645.06
PRJ-2019-133,PRJ-2019-133-SOV-09,462065.29000000004
PRJ-2019-133,PRJ-2019-133-SOV-10,252992.84
PRJ-2019-133,PRJ-2019-133-SOV-11,108059.42
PRJ-2019-133,PRJ-2019-133-SOV-12,152330.1
PRJ-2019-133,PRJ-2019-133-SOV-21,8828.5
PRJ-2019-134,PRJ-2019-134-SOV-03,193281.97
PRJ-2019-134,PRJ-2019-134-SOV-04,239735.76
