project_id,sov_line_id,line_number,description,scheduled_value,labor_pct,material_pct
PRJ-2019-107,PRJ-2019-107-SOV-15,15,Closeout Documentation & Training,198700,0.6653641337633556,0.31714371390679263
PRJ-2019-108,PRJ-2019-108-SOV-01,1,General Conditions & Project Management,653600,0.596610643849512,0.43868869819292367
PRJ-2019-108,PRJ-2019-108-SOV-02,2,Submittals & Engineering,407000,0.5595336753950633,0.29683921957906473
PRJ-2019-108,PRJ-2019-108-SOV-03,3,Ductwork - Fabrication,840600,0.557673566737254,0.27933441737389264
PRJ-2019-108,PRJ-2019-108-SOV-04,4,Ductwork - Installation,1193700,0.6178949397007697,0.4402338067672704
PRJ-2019-108,PRJ-2019-108-SOV-05,5,Piping - Hydronic Systems,1228900,0.7242813624286197,0.2781570513380603
PRJ-2019-108,PRJ-2019-108-SOV-06,6,Piping - Refrigerant,580400,0.7111357124933149,0.2623017734873487
PRJ-2019-108,PRJ-2019-108-SOV-07,7,Equipment - RTUs/AHUs,1285100,0.16716637766339504,0.8267232212089715
PRJ-2019-108,PRJ-2019-108-SOV-08,8,Equipment - Chillers/Boilers,1142700,0.18583910285064154,0.7589518990991645
PRJ-2019-108,PRJ-2019-108-SOV-09,9,Equipment - Terminal Units (VAV/FCU),916400,0.26956437693739466,0.8125272190636808
PRJ-2019-108,PRJ-2019-108-SOV-10,10,Controls - DDC/BAS Installation,914500,0.6208495492894036,0.3213293823957104
PRJ-2019-108,PRJ-2019-108-SOV-11,11,Controls - Programming & Commissioning,375500,0.6117054537338958,0.38616150963051277
PRJ-2019-108,PRJ-2019-108-SOV-12,12,Insulation,488100,0.7317052441231635,0.39600960175706656
PRJ-2019-108,PRJ-2019-108-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",314900,0.5686424928048885,0.4429829020485291
PRJ-2019-108,PRJ-2019-108-SOV-14,14,Startup & Commissioning Support,266900,0.6017325614229857,0.3484847133564769
PRJ-2019-108,PRJ-2019-108-SOV-15,15,Closeout Documentation & Training,204700,0.7457613882967963,0.31370688846056055
PRJ-2019-109,PRJ-2019-109-SOV-01,1,General Conditions & Project Management,1063500,0.6395596337644435,0.3645779216136217
PRJ-2019-109,PRJ-2019-109-SOV-02,2,Submittals & Engineering,318900,0.6663049614324177,0.3105716386355187
PRJ-2019-109,PRJ-2019-109-SOV-03,3,Ductwork - Fabrication,1362100,0.6990263116146804,0.2865668035282264
PRJ-2019-109,PRJ-2019-109-SOV-04,4,Ductwork - Installation,1676400,0.7228315250898456,0.2836176504084895
PRJ-2019-109,PRJ-2019-109-SOV-05,5,Piping - Hydronic Systems,1165100,0.7159823729092254,0.35451078538617664
PRJ-2019-109,PRJ-2019-109-SOV-06,6,Piping - Refrigerant,553600,0.6415500414405029,0.42953157351333815
PRJ-2019-109,PRJ-2019-109-SOV-07,7,Equipment - RTUs/AHUs,2288600,0.17432049336696828,0.7562327088109838
PRJ-2019-109,PRJ-2019-109-SOV-08,8,Equipment - Chillers/Boilers,1494300,0.21293208006106806,0.7519166136082438
PRJ-2019-109,PRJ-2019-109-SOV-09,9,Equipment - Terminal Units (VAV/FCU),862800,0.17337524504188953,0.8230709227658498
PRJ-2019-109,PRJ-2019-109-SOV-10,10,Controls - DDC/BAS Installation,1273600,0.56520898178715,0.4452613091610887
PRJ-2019-109,PRJ-2019-109-SOV-11,11,Controls - Programming & Commissioning,628100,0.5786230896419915,0.2762839555333031
PRJ-2019-109,PRJ-2019-109-SOV-12,12,Insulation,672100,0.6617642315661336,0.3903517514440681
PRJ-2019-109,PRJ-2019-109-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",276900,0.6614658284160609,0.40513976823712244
PRJ-2019-109,PRJ-2019-109-SOV-14,14,Startup & Commissioning Support,331800,0.5587841637286078,0.3135145339346296
PRJ-2019-109,PRJ-2019-109-SOV-15,15,Closeout Documentation & Training,135200,0.6117420315016577,0.3775676265945638
PRJ-2019-110,PRJ-2019-110-SOV-01,1,General Conditions & Project Management,247700,0.6804617866130163,0.37617897998278005
PRJ-2019-110,PRJ-2019-110-SOV-02,2,Submittals & Engineering,114100,0.7371847550165878,0.36276610834583145
PRJ-2019-110,PRJ-2019-110-SOV-03,3,Ductwork - Fabrication,393200,0.7435506478394311,0.2808161432302715
PRJ-2019-110,PRJ-2019-110-SOV-04,4,Ductwork - Installation,460300,0.6250380198942296,0.25950486733228534
PRJ-2019-110,PRJ-2019-110-SOV-05,5,Piping - Hydronic Systems,305700,0.6987331287245304,0.4412978936724199
PRJ-2019-110,PRJ-2019-110-SOV-06,6,Piping - Refrigerant,178000,0.5846848912014604,0.2536641397230172
PRJ-2019-110,PRJ-2019-110-SOV-07,7,Equipment - RTUs/AHUs,546600,0.2344086307690456,0.8339177763525046
PRJ-2019-110,PRJ-2019-110-SOV-08,8,Equipment - Chillers/Boilers,480600,0.22188442713285228,0.8274476639456247
PRJ-2019-110,PRJ-2019-110-SOV-09,9,Equipment - Terminal Units (VAV/FCU),332600,0.1954381534178251,0.8490728271855954
PRJ-2019-110,PRJ-2019-110-SOV-10,10,Controls - DDC/BAS Installation,327500,0.7352197378697408,0.3118961728997637
PRJ-2019-110,PRJ-2019-110-SOV-11,11,Controls - Programming & Commissioning,117800,0.7057435715779774,0.3950567702769681
PRJ-2019-110,PRJ-2019-110-SOV-12,12,Insulation,163900,0.5984965867515777,0.3055987651514566
PRJ-2019-110,PRJ-2019-110-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",78100,0.6612328549788399,0.26824784119443346
PRJ-2019-110,PRJ-2019-110-SOV-14,14,Startup & Commissioning Support,89800,0.555270475499835,0.43034064164974595
PRJ-2019-110,PRJ-2019-110-SOV-15,15,Closeout Documentation & Training,36100,0.6888133046617517,0.4346936088951542
PRJ-2019-111,PRJ-2019-111-SOV-01,1,General Conditions & Project Management,784300,0.7482333190329604,0.43040526625498804
PRJ-2019-111,PRJ-2019-111-SOV-02,2,Submittals & Engineering,227100,0.6565651185445637,0.33354617840131556
PRJ-2019-111,PRJ-2019-111-SOV-03,3,Ductwork - Fabrication,858500,0.6579070698130873,0.39982679233180146
PRJ-2019-111,PRJ-2019-111-SOV-04,4,Ductwork - Installation,1352200,0.7155991075639763,0.3487563806427808
PRJ-2019-111,PRJ-2019-111-SOV-05,5,Piping - Hydronic Systems,983400,0.6434584562487129,0.4499578443665301
PRJ-2019-111,PRJ-2019-111-SOV-06,6,Piping - Refrigerant,606200,0.6223470003354883,0.28904789813900167
PRJ-2019-111,PRJ-2019-111-SOV-07,7,Equipment - RTUs/AHUs,1511700,0.2069402276354803,0.7533103103515736
PRJ-2019-111,PRJ-2019-111-SOV-08,8,Equipment - Chillers/Boilers,1196100,0.19659591266402698,0.767978162926633
PRJ-2019-111,PRJ-2019-111-SOV-09,9,Equipment - Terminal Units (VAV/FCU),655300,0.28377239548376265,0.7754860364128825
PRJ-2019-111,PRJ-2019-111-SOV-10,10,Controls - DDC/BAS Installation,910700,0.6262481701974263,0.4029714514526497
PRJ-2019-111,PRJ-2019-111-SOV-11,11,Controls - Programming & Commissioning,504800,0.6315976375736184,0.43769351613172003
PRJ-2019-111,PRJ-2019-111-SOV-12,12,Insulation,456500,0.6304883767070801,0.35336984727934345
PRJ-2019-111,PRJ-2019-111-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",241000,0.7456897719568801,0.42255593901298316
PRJ-2019-111,PRJ-2019-111-SOV-14,14,Startup & Commissioning Support,224800,0.5546945392760114,0.4333804464177149
PRJ-2019-111,PRJ-2019-111-SOV-15,15,Closeout Documentation & Training,208400,0.6274019611044106,0.3432337230106616
PRJ-2019-112,PRJ-2019-112-SOV-01,1,General Conditions & Project Management,670800,0.7448374341572501,0.36134111302461136
PRJ-2019-112,PRJ-2019-112-SOV-02,2,Submittals & Engineering,296800,0.6698601644773918,0.4466297765232848
PRJ-2019-112,PRJ-2019-112-SOV-03,3,Ductwork - Fabrication,1038900,0.7414016277291533,0.3931211965357135
PRJ-2019-112,PRJ-2019-112-SOV-04,4,Ductwork - Installation,1064400,0.6741490006363181,0.44796167656717306
PRJ-2019-112,PRJ-2019-112-SOV-05,5,Piping - Hydronic Systems,970700,0.7185711417884919,0.3955219104738391
PRJ-2019-112,PRJ-2019-112-SOV-06,6,Piping - Refrigerant,630200,0.6371164668004631,0.2586605492492416
PRJ-2019-112,PRJ-2019-112-SOV-07,7,Equipment - RTUs/AHUs,1168900,0.26919502396436623,0.7985323004516639
PRJ-2019-112,PRJ-2019-112-SOV-08,8,Equipment - Chillers/Boilers,924000,0.26984454316682327,0.7070128844008311
PRJ-2019-112,PRJ-2019-112-SOV-09,9,Equipment - Terminal Units (VAV/FCU),841400,0.19795071392752672,0.7969672130887986
PRJ-2019-112,PRJ-2019-112-SOV-10,10,Controls - DDC/BAS Installation,919000,0.5618999468388999,0.387173704054809
PRJ-2019-112,PRJ-2019-112-SOV-11,11,Controls - Programming & Commissioning,380100,0.6867695353518966,0.3960205066651768
PRJ-2019-112,PRJ-2019-112-SOV-12,12,Insulation,543600,0.5603186363209388,0.3553221935769779
PRJ-2019-112,PRJ-2019-112-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",235800,0.5985536679078755,0.3084239653940287
PRJ-2019-112,PRJ-2019-112-SOV-14,14,Startup & Commissioning Support,225100,0.6554015261503109,0.4247078504115297
PRJ-2019-112,PRJ-2019-112-SOV-15,15,Closeout Documentation & Training,120300,0.5564913472488505,0.2710850496317359
PRJ-2019-113,PRJ-2019-113-SOV-01,1,General Conditions & Project Management,287100,0.6157746411475654,0.2903332778675106
PRJ-2019-113,PRJ-2019-113-SOV-02,2,Submittals & Engineering,92400,0.7269392745479648,0.25735429459395415
PRJ-2019-113,PRJ-2019-113-SOV-03,3,Ductwork - Fabrication,281600,0.6739111673115007,0.3467247626967427
PRJ-2019-113,PRJ-2019-113-SOV-04,4,Ductwork - Installation,324900,0.6748510666529836,0.35544614638690875
PRJ-2019-113,PRJ-2019-113-SOV-05,5,Piping - Hydronic Systems,259200,0.6537037386244856,0.35775974183437015
PRJ-2019-113,PRJ-2019-113-SOV-06,6,Piping - Refrigerant,154900,0.7182547038695353,0.3603797061863469
PRJ-2019-113,PRJ-2019-113-SOV-07,7,Equipment - RTUs/AHUs,512000,0.23372934759519548,0.8396317967126626
PRJ-2019-113,PRJ-2019-113-SOV-08,8,Equipment - Chillers/Boilers,309200,0.1914204987823407,0.7849387665697009
PRJ-2019-113,PRJ-2019-113-SOV-09,9,Equipment - Terminal Units (VAV/FCU),311300,0.20995392397252993,0.7195751392602587
PRJ-2019-113,PRJ-2019-113-SOV-10,10,Controls - DDC/BAS Installation,265400,0.5713649921675972,0.2814122509388268
PRJ-2019-113,PRJ-2019-113-SOV-11,11,Controls - Programming & Commissioning,149100,0.6380325031403434,0.3156274789008815
PRJ-2019-113,PRJ-2019-113-SOV-12,12,Insulation,171800,0.5852730593241272,0.3326726714658141
PRJ-2019-113,PRJ-2019-113-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",96100,0.6820037380259264,0.33773480716394905
PRJ-2019-113,PRJ-2019-113-SOV-14,14,Startup & Commissioning Support,66900,0.6701488857882318,0.3624783486872257
PRJ-2019-113,PRJ-2019-113-SOV-15,15,Closeout Documentation & Training,37100,0.5822131805807349,0.3988684256700584
PRJ-2019-114,PRJ-2019-114-SOV-01,1,General Conditions & Project Management,1452500,0.631531533181274,0.3431112938778382
PRJ-2019-114,PRJ-2019-114-SOV-02,2,Submittals & Engineering,398000,0.7476266922170849,0.32468139709989874
PRJ-2019-114,PRJ-2019-114-SOV-03,3,Ductwork - Fabrication,2147800,0.641106939469023,0.27049817576390295
PRJ-2019-114,PRJ-2019-114-SOV-04,4,Ductwork - Installation,2638200,0.6104796832199458,0.4271803553762532
PRJ-2019-114,PRJ-2019-114-SOV-05,5,Piping - Hydronic Systems,2286800,0.5827310634953805,0.2804880538643477
PRJ-2019-114,PRJ-2019-114-SOV-06,6,Piping - Refrigerant,1098800,0.6003237525635096,0.2527272729496308
PRJ-2019-114,PRJ-2019-114-SOV-07,7,Equipment - RTUs/AHUs,3100400,0.2623444652855565,0.7720471772750559
PRJ-2019-114,PRJ-2019-114-SOV-08,8,Equipment - Chillers/Boilers,2545300,0.1833224120985155,0.7549458510718872
PRJ-2019-114,PRJ-2019-114-SOV-09,9,Equipment - Terminal Units (VAV/FCU),1569200,0.16780447338045765,0.848533351337968
PRJ-2019-114,PRJ-2019-114-SOV-10,10,Controls - DDC/BAS Installation,1878600,0.6416452587771687,0.4172246636276209
PRJ-2019-114,PRJ-2019-114-SOV-11,11,Controls - Programming & Commissioning,725100,0.7198977844028992,0.41079218758102365
PRJ-2019-114,PRJ-2019-114-SOV-12,12,Insulation,844000,0.6137495247802419,0.3201153009099113
PRJ-2019-114,PRJ-2019-114-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",412700,0.7359984721580249,0.3046706658026675
PRJ-2019-114,PRJ-2019-114-SOV-14,14,Startup & Commissioning Support,564600,0.5877088726710279,0.3645825196784681
PRJ-2019-114,PRJ-2019-114-SOV-15,15,Closeout Documentation & Training,272000,0.6218393394855254,0.314195676994328
PRJ-2019-115,PRJ-2019-115-SOV-01,1,General Conditions & Project Management,1886100,0.7262428225085966,0.29062818281419733
PRJ-2019-115,PRJ-2019-115-SOV-02,2,Submittals & Engineering,885600,0.6209386410581765,0.2917949630408251
PRJ-2019-115,PRJ-2019-115-SOV-03,3,Ductwork - Fabrication,2309900,0.678509040623474,0.25401071245900253
PRJ-2019-115,PRJ-2019-115-SOV-04,4,Ductwork - Installation,2922100,0.7365217597692184,0.3965340238302104
PRJ-2019-115,PRJ-2019-115-SOV-05,5,Piping - Hydronic Systems,2792500,0.7380935671569746,0.37156821812796403
PRJ-2019-115,PRJ-2019-115-SOV-06,6,Piping - Refrigerant,1113700,0.5612356449932877,0.2525954854218368
PRJ-2019-115,PRJ-2019-115-SOV-07,7,Equipment - RTUs/AHUs,4365100,0.2808880460914299,0.7398958971261468
PRJ-2019-115,PRJ-2019-115-SOV-08,8,Equipment - Chillers/Boilers,1969100,0.2930780034976229,0.7504432165309375
PRJ-2019-115,PRJ-2019-115-SOV-09,9,Equipment - Terminal Units (VAV/FCU),1709900,0.26581535891637487,0.8343596780629252
PRJ-2019-115,PRJ-2019-115-SOV-10,10,Controls - DDC/BAS Installation,2041100,0.5562917248195323,0.25583597663034596
PRJ-2019-115,PRJ-2019-115-SOV-11,11,Controls - Programming & Commissioning,988300,0.5656282311756623,0.28567865444432416
PRJ-2019-115,PRJ-2019-115-SOV-12,12,Insulation,1341600,0.5685665531907879,0.32033639326420205
PRJ-2019-115,PRJ-2019-115-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",596900,0.6012498832237986,0.284558709761789
PRJ-2019-115,PRJ-2019-115-SOV-14,14,Startup & Commissioning Support,611600,0.5848225224943404,0.34006818252224935
PRJ-2019-115,PRJ-2019-115-SOV-15,15,Closeout Documentation & Training,330500,0.6130411309242266,0.40586967284539704
PRJ-2019-116,PRJ-2019-116-SOV-01,1,General Conditions & Project Management,2451900,0.7132959336122553,0.2876971463433876
PRJ-2019-116,PRJ-2019-116-SOV-02,2,Submittals & Engineering,1188400,0.5946848985555617,0.35724508920877485
PRJ-2019-116,PRJ-2019-116-SOV-03,3,Ductwork - Fabrication,2800000,0.6342956745214254,0.38457767998455983
PRJ-2019-116,PRJ-2019-116-SOV-04,4,Ductwork - Installation,3990300,0.7193042628841946,0.3867118420742093
PRJ-2019-116,PRJ-2019-116-SOV-05,5,Piping - Hydronic Systems,2546200,0.7407038674976341,0.2526975468151617
PRJ-2019-116,PRJ-2019-116-SOV-06,6,Piping - Refrigerant,1681000,0.6367377618349571,0.40488265048922145
PRJ-2019-116,PRJ-2019-116-SOV-07,7,Equipment - RTUs/AHUs,3694800,0.2028729966224269,0.7589332640737465
PRJ-2019-116,PRJ-2019-116-SOV-08,8,Equipment - Chillers/Boilers,3279100,0.23626530832946263,0.8060741574837188
PRJ-2019-116,PRJ-2019-116-SOV-09,9,Equipment - Terminal Units (VAV/FCU),2730500,0.27361582548615215,0.8226962318727608
PRJ-2019-116,PRJ-2019-116-SOV-10,10,Controls - DDC/BAS Installation,1940800,0.5509293996339973,0.3718176693710596
PRJ-2019-116,PRJ-2019-116-SOV-11,11,Controls - Programming & Commissioning,995300,0.5565385094762405,0.32525502989258803
PRJ-2019-116,PRJ-2019-116-SOV-12,12,Insulation,1555600,0.6060268365539849,0.28197026236916634
PRJ-2019-116,PRJ-2019-116-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",607200,0.5831830314287314,0.4099003686261688
PRJ-2019-116,PRJ-2019-116-SOV-14,14,Startup & Commissioning Support,850900,0.6929627093463249,0.3926529104663929
PRJ-2019-116,PRJ-2019-116-SOV-15,15,Closeout Documentation & Training,378000,0.599598611698342,0.3610145161787009
PRJ-2019-117,PRJ-2019-117-SOV-01,1,General Conditions & Project Management,1852400,0.7134815327343563,0.3995005998484924
PRJ-2019-117,PRJ-2019-117-SOV-02,2,Submittals & Engineering,858300,0.6537106634157701,0.36374634732487054
PRJ-2019-117,PRJ-2019-117-SOV-03,3,Ductwork - Fabrication,2229500,0.744032915768269,0.26907940624907306
PRJ-2019-117,PRJ-2019-117-SOV-04,4,Ductwork - Installation,2612600,0.6802771633691178,0.4220016962803518
PRJ-2019-117,PRJ-2019-117-SOV-05,5,Piping - Hydronic Systems,2011500,0.7227225259811468,0.41350625990430023
PRJ-2019-117,PRJ-2019-117-SOV-06,6,Piping - Refrigerant,1245700,0.6134877347562224,0.2969482969480957
PRJ-2019-117,PRJ-2019-117-SOV-07,7,Equipment - RTUs/AHUs,3204900,0.2518878910177159,0.8128339824657317
PRJ-2019-117,PRJ-2019-117-SOV-08,8,Equipment - Chillers/Boilers,2567100,0.27180990542842987,0.7418510485833101
PRJ-2019-117,PRJ-2019-117-SOV-09,9,Equipment - Terminal Units (VAV/FCU),1746900,0.20234118983489732,0.8119602933582654
PRJ-2019-117,PRJ-2019-117-SOV-10,10,Controls - DDC/BAS Installation,1491200,0.580422539454842,0.2598311264158505
PRJ-2019-117,PRJ-2019-117-SOV-11,11,Controls - Programming & Commissioning,936700,0.728751759969596,0.4260285565925903
PRJ-2019-117,PRJ-2019-117-SOV-12,12,Insulation,938100,0.5973836428009909,0.37106629808533464
PRJ-2019-117,PRJ-2019-117-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",764200,0.5831893314841872,0.3288852326752492
PRJ-2019-117,PRJ-2019-117-SOV-14,14,Startup & Commissioning Support,603800,0.6947011666506018,0.32695576541543575
PRJ-2019-117,PRJ-2019-117-SOV-15,15,Closeout Documentation & Training,353100,0.6071894356247853,0.3127155973218071
PRJ-2019-118,PRJ-2019-118-SOV-01,1,General Conditions & Project Management,275000,0.5739172018055114,0.4141883203325386
PRJ-2019-118,PRJ-2019-118-SOV-02,2,Submittals & Engineering,159200,0.6079322904321433,0.27734508548632764
PRJ-2019-118,PRJ-2019-118-SOV-03,3,Ductwork - Fabrication,347600,0.6932234598226474,0.37771975556752013
PRJ-2019-118,PRJ-2019-118-SOV-04,4,Ductwork - Installation,551900,0.684399548224472,0.42946685112729444
PRJ-2019-118,PRJ-2019-118-SOV-05,5,Piping - Hydronic Systems,483200,0.6934523918707716,0.27185159426451405
PRJ-2019-118,PRJ-2019-118-SOV-06,6,Piping - Refrigerant,274900,0.7428537338363752,0.4138764142332845
PRJ-2019-118,PRJ-2019-118-SOV-07,7,Equipment - RTUs/AHUs,522000,0.15125150478983074,0.7162614335841745
PRJ-2019-118,PRJ-2019-118-SOV-08,8,Equipment - Chillers/Boilers,484200,0.26688551749819733,0.7319097113431345
PRJ-2019-118,PRJ-2019-118-SOV-09,9,Equipment - Terminal Units (VAV/FCU),410700,0.20292870720175551,0.8090607918975113
PRJ-2019-118,PRJ-2019-118-SOV-10,10,Controls - DDC/BAS Installation,374100,0.6534120169038264,0.4230206292933266
PRJ-2019-118,PRJ-2019-118-SOV-11,11,Controls - Programming & Commissioning,167800,0.6285189798439437,0.2982216066578131
PRJ-2019-118,PRJ-2019-118-SOV-12,12,Insulation,192100,0.6823230570651929,0.3282497951682243
PRJ-2019-118,PRJ-2019-118-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",128700,0.5952564762176851,0.3676580600247656
PRJ-2019-118,PRJ-2019-118-SOV-14,14,Startup & Commissioning Support,113900,0.6167055876380181,0.3115222225630497
PRJ-2019-118,PRJ-2019-118-SOV-15,15,Closeout Documentation & Training,83700,0.6483816863172293,0.2686531779739542
PRJ-2019-119,PRJ-2019-119-SOV-01,1,General Conditions & Project Management,1508000,0.7475322414399977,0.2554337173340548
PRJ-2019-119,PRJ-2019-119-SOV-02,2,Submittals & Engineering,359700,0.6636887919039095,0.30492488171702564
PRJ-2019-119,PRJ-2019-119-SOV-03,3,Ductwork - Fabrication,2076700,0.7477121524475108,0.2970931801452122
PRJ-2019-119,PRJ-2019-119-SOV-04,4,Ductwork - Installation,2448200,0.6399373441677346,0.31361615586486086
PRJ-2019-119,PRJ-2019-119-SOV-05,5,Piping - Hydronic Systems,1719600,0.6497495090871483,0.3964495420490573
PRJ-2019-119,PRJ-2019-119-SOV-06,6,Piping - Refrigerant,858200,0.6686531342533679,0.3479219778593461
PRJ-2019-119,PRJ-2019-119-SOV-07,7,Equipment - RTUs/AHUs,2820400,0.29024014215021365,0.8316136419002389
PRJ-2019-119,PRJ-2019-119-SOV-08,8,Equipment - Chillers/Boilers,1989700,0.15157096443261095,0.7268707040856198
PRJ-2019-119,PRJ-2019-119-SOV-09,9,Equipment - Terminal Units (VAV/FCU),1727200,0.1964795063400468,0.7736636722482825
PRJ-2019-119,PRJ-2019-119-SOV-10,10,Controls - DDC/BAS Installation,1213700,0.6388258581483343,0.3096270822834632
PRJ-2019-119,PRJ-2019-119-SOV-11,11,Controls - Programming & Commissioning,720800,0.6353747024581211,0.3164984518204308
PRJ-2019-119,PRJ-2019-119-SOV-12,12,Insulation,1011500,0.6259357851307377,0.37805780753236795
PRJ-2019-119,PRJ-2019-119-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",643500,0.6064865937245889,0.27406139218226755
PRJ-2019-119,PRJ-2019-119-SOV-14,14,Startup & Commissioning Support,409900,0.5519233108654897,0.3262385662048805
PRJ-2019-119,PRJ-2019-119-SOV-15,15,Closeout Documentation & Training,268900,0.7011771224564752,0.3628536753328963
PRJ-2019-120,PRJ-2019-120-SOV-01,1,General Conditions & Project Management,477900,0.6582344957827186,0.3642550512629158
PRJ-2019-120,PRJ-2019-120-SOV-02,2,Submittals & Engineering,303000,0.6133634440964417,0.340143817359853
PRJ-2019-120,PRJ-2019-120-SOV-03,3,Ductwork - Fabrication,808600,0.6279822062780117,0.31656900058403886
PRJ-2019-120,PRJ-2019-120-SOV-04,4,Ductwork - Installation,889200,0.6060654663800503,0.38176585028434085
PRJ-2019-120,PRJ-2019-120-SOV-05,5,Piping - Hydronic Systems,706900,0.6464412492137596,0.38007181139143575
PRJ-2019-120,PRJ-2019-120-SOV-06,6,Piping - Refrigerant,361100,0.7301780144960093,0.41212158316829905
PRJ-2019-120,PRJ-2019-120-SOV-07,7,Equipment - RTUs/AHUs,1102900,0.15126210390675243,0.751533994575154
PRJ-2019-120,PRJ-2019-120-SOV-08,8,Equipment - Chillers/Boilers,712800,0.2554718869111628,0.7984968419071015
PRJ-2019-120,PRJ-2019-120-SOV-09,9,Equipment - Terminal Units (VAV/FCU),612100,0.1801554881031966,0.816443322987306
PRJ-2019-120,PRJ-2019-120-SOV-10,10,Controls - DDC/BAS Installation,519900,0.6359401476974895,0.26136743475277835
PRJ-2019-120,PRJ-2019-120-SOV-11,11,Controls - Programming & Commissioning,246000,0.7065120657578441,0.4349810727320999
PRJ-2019-120,PRJ-2019-120-SOV-12,12,Insulation,354600,0.7072085897578924,0.2916022925573032
PRJ-2019-120,PRJ-2019-120-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",221700,0.7424505959043464,0.3592714375532133
PRJ-2019-120,PRJ-2019-120-SOV-14,14,Startup & Commissioning Support,188800,0.6321063199197832,0.4069262650733456
PRJ-2019-120,PRJ-2019-120-SOV-15,15,Closeout Documentation & Training,105500,0.7233812115785181,0.26227997802837827
PRJ-2019-121,PRJ-2019-121-SOV-01,1,General Conditions & Project Management,2811800,0.6451285656641645,0.3175794572754665
PRJ-2019-121,PRJ-2019-121-SOV-02,2,Submittals & Engineering,1578700,0.6562492241639386,0.43494276714827895
PRJ-2019-121,PRJ-2019-121-SOV-03,3,Ductwork - Fabrication,3857100,0.7460445091257337,0.28802374332127373
PRJ-2019-121,PRJ-2019-121-SOV-04,4,Ductwork - Installation,4849800,0.5569922871254716,0.42285514167668176
PRJ-2019-121,PRJ-2019-121-SOV-05,5,Piping - Hydronic Systems,5426900,0.6393475500871012,0.307523688590283
PRJ-2019-121,PRJ-2019-121-SOV-06,6,Piping - Refrigerant,3057800,0.5523893744963726,0.3641819304523547
PRJ-2019-121,PRJ-2019-121-SOV-07,7,Equipment - RTUs/AHUs,7078100,0.2715603123353398,0.8000454234856809
PRJ-2019-121,PRJ-2019-121-SOV-08,8,Equipment - Chillers/Boilers,4653600,0.18532889329138758,0.7053812819198272
PRJ-2019-121,PRJ-2019-121-SOV-09,9,Equipment - Terminal Units (VAV/FCU),4195100,0.1508381195453589,0.7054337093709571
PRJ-2019-121,PRJ-2019-121-SOV-10,10,Controls - DDC/BAS Installation,3386100,0.6687356588273441,0.44867331181083137
PRJ-2019-121,PRJ-2019-121-SOV-11,11,Controls - Programming & Commissioning,1511000,0.7156633214477403,0.4354534664236297
PRJ-2019-121,PRJ-2019-121-SOV-12,12,Insulation,2198000,0.7278053521293819,0.34833862102593394
PRJ-2019-121,PRJ-2019-121-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",1407800,0.6552133095011108,0.40231988701988947
PRJ-2019-121,PRJ-2019-121-SOV-14,14,Startup & Commissioning Support,1234600,0.7152753434576993,0.27727723993776476
PRJ-2019-121,PRJ-2019-121-SOV-15,15,Closeout Documentation & Training,518600,0.5837729150482845,0.2814317098684859
PRJ-2019-122,PRJ-2019-122-SOV-01,1,General Conditions & Project Management,262900,0.7480858715677721,0.3184877778761904
PRJ-2019-122,PRJ-2019-122-SOV-02,2,Submittals & Engineering,72800,0.7117018923153974,0.38351818271771576
PRJ-2019-122,PRJ-2019-122-SOV-03,3,Ductwork - Fabrication,307900,0.6884929398207006,0.3220527420427278
PRJ-2019-122,PRJ-2019-122-SOV-04,4,Ductwork - Installation,372100,0.5931922414241624,0.3338394036560243
PRJ-2019-122,PRJ-2019-122-SOV-05,5,Piping - Hydronic Systems,352700,0.563044321221413,0.38613019621488764
PRJ-2019-122,PRJ-2019-122-SOV-06,6,Piping - Refrigerant,138600,0.5857498137952527,0.4481069691785323
PRJ-2019-122,PRJ-2019-122-SOV-07,7,Equipment - RTUs/AHUs,406200,0.18798768765500246,0.8439487854138005
PRJ-2019-122,PRJ-2019-122-SOV-08,8,Equipment - Chillers/Boilers,425200,0.24384706685832475,0.7325892448635574
PRJ-2019-122,PRJ-2019-122-SOV-09,9,Equipment - Terminal Units (VAV/FCU),225900,0.18048374844928117,0.8007623686494294
PRJ-2019-122,PRJ-2019-122-SOV-10,10,Controls - DDC/BAS Installation,223600,0.6478950010370549,0.36934529723465903
PRJ-2019-122,PRJ-2019-122-SOV-11,11,Controls - Programming & Commissioning,107500,0.6400135372034248,0.4224481631307482
PRJ-2019-122,PRJ-2019-122-SOV-12,12,Insulation,166800,0.6613252584441814,0.4386097370799025
PRJ-2019-122,PRJ-2019-122-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",89500,0.6542529312559141,0.35502810967608556
