project_id,application_number,period_end,period_total,cumulative_billed,retention_held,net_payment_due,status,payment_date,line_item_count
PRJ-2018-059,11,2018-12-30,813100,9382900,938290.0,8444610.0,Paid,2019-02-03,15
PRJ-2018-059,12,2019-01-29,798000,10180900,1018090.0,9162810.0,Paid,2019-03-01,15
PRJ-2018-059,13,2019-02-28,733300,10914200,1091420.0,9822780.0,Approved,2019-03-27,15
PRJ-2018-059,14,2019-03-30,729500,11643700,1164370.0,10479330.0,Paid,2019-04-26,15
PRJ-2018-059,15,2019-04-29,691900,12335600,1233560.0,11102040.0,Paid,2019-05-27,14
PRJ-2018-059,16,2019-05-29,737600,13073200,1307320.0,11765880.0,Approved,2019-06-26,13
PRJ-2018-059,18,2019-07-28,30900,13104100,1310410.0,11793690.0,Pending,2019-08-24,8
PRJ-2018-059,19,2019-08-27,219500,13323600,1332360.0,11991240.0,Pending,2019-09-30,13
PRJ-2018-060,2,2018-03-14,2245700,2245700,224570.0,2021130.0,Paid,2018-04-21,12
PRJ-2018-060,3,2018-04-13,1901000,4146700,414670.0,3732030.0,Paid,2018-05-11,15
PRJ-2018-060,4,2018-05-13,1469600,5616300,561630.0,5054670.0,Paid,2018-06-15,15
PRJ-2018-060,5,2018-06-12,1496400,7112700,711270.0,6401430.0,Approved,2018-07-09,15
PRJ-2018-060,6,2018-07-12,1407700,8520400,852040.0,7668360.0,Paid,2018-08-10,15
PRJ-2018-060,7,2018-08-11,1376200,9896600,989660.0,8906940.0,Paid,,15
PRJ-2018-060,8,2018-09-10,1366900,11263500,1126350.0,10137150.0,Paid,2018-10-17,15
PRJ-2018-060,9,2018-10-10,451200,11714700,1171470.0,10543230.0,Pending,2018-11-17,15
PRJ-2018-060,10,2018-11-09,433600,12148300,1214830.0,10933470.0,Pending,2018-12-17,14
PRJ-2018-061,2,2018-03-29,3153100,3153100,315310.0,2837790.0,Approved,2018-04-25,9
PRJ-2018-061,3,2018-04-28,4048800,7201900,720190.0,6481710.0,Approved,2018-05-25,12
PRJ-2018-061,4,2018-05-28,3403800,10605700,1060570.0,9545130.0,Approved,2018-07-05,15
PRJ-2018-061,5,2018-06-27,2425700,13031400,1303140.0,11728260.0,Paid,2018-07-30,15
PRJ-2018-061,6,2018-07-27,2268500,15299900,1529990.0,13769910.0,Pending,,15
PRJ-2018-061,7,2018-08-26,2334600,17634500,1763450.0,15871050.0,Paid,,15
PRJ-2018-061,8,2018-09-25,2335600,19970100,1997010.0,17973090.0,Pending,2018-10-25,15
PRJ-2018-061,9,2018-10-25,2310200,22280300,2228030.0,20052270.0,Pending,2018-12-02,15
PRJ-2018-061,10,2018-11-24,2336000,24616300,2461630.0,22154670.0,Paid,2018-12-23,15
PRJ-2018-061,11,2018-12-24,2355600,26971900,2697190.0,24274710.0,Pending,2019-01-31,15
PRJ-2018-061,12,2019-01-23,2172900,29144800,2914480.0,26230320.0,Approved,2019-02-22,15
PRJ-2018-061,13,2019-02-22,2080400,31225200,3122520.0,28102680.0,Pending,2019-03-30,15
PRJ-2018-061,14,2019-03-24,2028900,33254100,3325410.0,29928690.0,Pending,2019-04-23,15
PRJ-2018-061,15,2019-04-23,2135500,35389600,3538960.0,31850640.0,Approved,,13
PRJ-2018-061,17,2019-06-22,323600,35713200,3571320.0,32141880.0,Pending,2019-07-17,13
PRJ-2018-061,18,2019-07-22,643300,36356500,3635650.0,32720850.0,Pending,,13
PRJ-2018-062,2,2018-03-10,1289500,1289500,128950.0,1160550.0,Paid,2018-04-12,9
PRJ-2018-062,3,2018-04-09,1557200,2846700,284670.0,2562030.0,Paid,2018-05-07,12
PRJ-2018-062,4,2018-05-09,1682900,4529600,452960.0,4076640.0,Pending,2018-06-07,12
PRJ-2018-062,5,2018-06-08,1088200,5617800,561780.0,5056020.0,Paid,2018-07-18,15
PRJ-2018-062,6,2018-07-08,958300,6576100,657610.0,5918490.0,Approved,2018-08-06,15
PRJ-2018-062,7,2018-08-07,927400,7503500,750350.0,6753150.0,Pending,2018-09-07,15
PRJ-2018-062,8,2018-09-06,937800,8441300,844130.0,7597170.0,Paid,2018-10-09,15
PRJ-2018-062,9,2018-10-06,942400,9383700,938370.0,8445330.0,Pending,2018-11-07,15
PRJ-2018-062,10,2018-11-05,918500,10302200,1030220.0,9271980.0,Paid,2018-12-01,15
PRJ-2018-062,11,2018-12-05,915900,11218100,1121810.0,10096290.0,Paid,2019-01-14,15
PRJ-2018-062,12,2019-01-04,956500,12174600,1217460.0,10957140.0,Paid,,15
PRJ-2018-062,13,2019-02-03,900300,13074900,1307490.0,11767410.0,Pending,,15
PRJ-2018-062,14,2019-03-05,948600,14023500,1402350.0,12621150.0,Approved,,15
PRJ-2018-062,15,2019-04-04,821900,14845400,1484540.0,13360860.0,Paid,2019-05-08,15
PRJ-2018-062,16,2019-05-04,805200,15650600,1565060.0,14085540.0,Paid,2019-06-10,15
PRJ-2018-062,17,2019-06-03,794800,16445400,1644540.0,14800860.0,Paid,2019-07-02,15
PRJ-2018-062,18,2019-07-03,790700,17236100,1723610.0,15512490.0,Paid,2019-08-12,13
PRJ-2018-062,19,2019-08-02,300,17236400,1723640.0,15512760.0,Paid,,1
PRJ-2018-062,20,2019-09-01,199300,17435700,1743570.0,15692130.0,Approved,2019-09-29,13
PRJ-2018-062,21,2019-10-01,259200,17694900,1769490.0,15925410.0,Pending,2019-11-10,13
PRJ-2018-062,22,2019-10-31,256900,17951800,1795180.0,16156620.0,Pending,2019-12-08,13
PRJ-2018-063,2,2018-05-11,704600,704600,70460.0,634140.0,Pending,2018-06-07,12
PRJ-2018-063,3,2018-06-10,837900,1542500,154250.0,1388250.0,Pending,2018-07-14,15
PRJ-2018-063,4,2018-07-10,537100,2079600,207960.0,1871640.0,Paid,2018-08-11,15
PRJ-2018-063,5,2018-08-09,488500,2568100,256810.0,2311290.0,Paid,2018-09-14,15
PRJ-2018-063,6,2018-09-08,509000,3077100,307710.0,2769390.0,Pending,2018-10-09,15
PRJ-2018-063,7,2018-10-08,520900,3598000,359800.0,3238200.0,Paid,,15
PRJ-2018-063,8,2018-11-07,496200,4094200,409420.0,3684780.0,Pending,,15
PRJ-2018-063,9,2018-12-07,481500,4575700,457570.0,4118130.0,Paid,2019-01-14,15
PRJ-2018-063,10,2019-01-06,445500,5021200,502120.0,4519080.0,Approved,,15
PRJ-2018-063,11,2019-02-05,439200,5460400,546040.0,4914360.0,Approved,2019-03-03,13
PRJ-2018-063,12,2019-03-07,400,5460800,546080.0,4914720.0,Pending,2019-04-01,1
PRJ-2018-063,13,2019-04-06,110600,5571400,557140.0,5014260.0,Pending,,13
PRJ-2018-064,2,2018-03-17,1019200,1019200,101920.0,917280.0,Paid,2018-04-25,9
PRJ-2018-064,3,2018-04-16,1226100,2245300,224530.0,2020770.0,Paid,,12
PRJ-2018-064,4,2018-05-16,1144900,3390200,339020.0,3051180.0,Pending,2018-06-13,15
PRJ-2018-064,5,2018-06-15,732200,4122400,412240.0,3710160.0,Approved,,15
PRJ-2018-064,6,2018-07-15,738300,4860700,486070.0,4374630.0,Pending,,15
PRJ-2018-064,7,2018-08-14,706000,5566700,556670.0,5010030.0,Pending,,15
PRJ-2018-064,8,2018-09-13,722000,6288700,628870.0,5659830.0,Approved,2018-10-15,15
PRJ-2018-064,9,2018-10-13,736000,7024700,702470.0,6322230.0,Paid,2018-11-19,15
PRJ-2018-064,10,2018-11-12,721400,7746100,774610.0,6971490.0,Approved,2018-12-15,15
PRJ-2018-064,11,2018-12-12,694800,8440900,844090.0,7596810.0,Paid,2019-01-07,15
PRJ-2018-064,12,2019-01-11,723700,9164600,916460.0,8248140.0,Paid,2019-02-06,15
PRJ-2018-064,13,2019-02-10,631500,9796100,979610.0,8816490.0,Approved,2019-03-14,15
PRJ-2018-064,14,2019-03-12,651700,10447800,1044780.0,9403020.0,Paid,,14
PRJ-2018-064,15,2019-04-11,608000,11055800,1105580.0,9950220.0,Pending,,14
PRJ-2018-064,16,2019-05-11,648600,11704400,1170440.0,10533960.0,Pending,,13
PRJ-2018-064,18,2019-07-10,30300,11734700,1173470.0,10561230.0,Pending,2019-08-11,10
PRJ-2018-064,19,2019-08-09,190000,11924700,1192470.0,10732230.0,Pending,2019-09-06,13
PRJ-2018-065,2,2018-03-25,964300,964300,96430.0,867870.0,Paid,2018-05-03,9
PRJ-2018-065,3,2018-04-24,1255000,2219300,221930.0,1997370.0,Approved,2018-06-02,12
PRJ-2018-065,4,2018-05-24,949900,3169200,316920.0,2852280.0,Paid,2018-06-25,15
PRJ-2018-065,5,2018-06-23,754300,3923500,392350.0,3531150.0,Pending,2018-07-18,15
PRJ-2018-065,6,2018-07-23,713200,4636700,463670.0,4173030.0,Approved,,15
PRJ-2018-065,7,2018-08-22,714600,5351300,535130.0,4816170.0,Paid,2018-09-29,15
PRJ-2018-065,8,2018-09-21,716400,6067700,606770.0,5460930.0,Approved,2018-10-18,15
PRJ-2018-065,9,2018-10-21,734200,6801900,680190.0,6121710.0,Paid,2018-11-18,15
PRJ-2018-065,10,2018-11-20,700100,7502000,750200.0,6751800.0,Approved,,15
PRJ-2018-065,11,2018-12-20,732100,8234100,823410.0,7410690.0,Pending,2019-01-25,15
PRJ-2018-065,12,2019-01-19,622700,8856800,885680.0,7971120.0,Pending,2019-02-23,15
PRJ-2018-065,13,2019-02-18,629600,9486400,948640.0,8537760.0,Paid,2019-03-29,15
PRJ-2018-065,14,2019-03-20,636300,10122700,1012270.0,9110430.0,Paid,2019-04-19,13
PRJ-2018-065,15,2019-04-19,19500,10142200,1014220.0,9127980.0,Paid,2019-05-21,6
PRJ-2018-065,16,2019-05-19,182200,10324400,1032440.0,9291960.0,Pending,2019-06-25,13
PRJ-2018-065,17,2019-06-18,203100,10527500,1052750.0,9474750.0,Pending,2019-07-15,13
PRJ-2018-066,2,2018-04-25,1479500,1479500,147950.0,1331550.0,Paid,2018-05-29,9
PRJ-2018-066,3,2018-05-25,1837800,3317300,331730.0,2985570.0,Paid,2018-06-27,12
PRJ-2018-066,4,2018-06-24,1861100,5178400,517840.0,4660560.0,Approved,2018-07-30,15
PRJ-2018-066,5,2018-07-24,1190000,6368400,636840.0,5731560.0,Pending,,15
PRJ-2018-066,6,2018-08-23,1141800,7510200,751020.0,6759180.0,Paid,2018-09-21,15
PRJ-2018-066,7,2018-09-22,1091400,8601600,860160.0,7741440.0,Pending,2018-10-31,15
PRJ-2018-066,8,2018-10-22,1155200,9756800,975680.0,8781120.0,Paid,2018-12-01,15
PRJ-2018-066,9,2018-11-21,1093300,10850100,1085010.0,9765090.0,Paid,,15
PRJ-2018-066,10,2018-12-21,1118800,11968900,1196890.0,10772010.0,Approved,2019-01-24,15
PRJ-2018-066,11,2019-01-20,1125600,13094500,1309450.0,11785050.0,Paid,2019-02-20,15
PRJ-2018-066,12,2019-02-19,1136800,14231300,1423130.0,12808170.0,Pending,2019-03-18,15
PRJ-2018-066,13,2019-03-21,1065200,15296500,1529650.0,13766850.0,Pending,2019-04-25,15
PRJ-2018-066,14,2019-04-20,1025300,16321800,1632180.0,14689620.0,Paid,2019-05-17,15
PRJ-2018-066,15,2019-05-20,992700,17314500,1731450.0,15583050.0,Pending,2019-06-23,14
PRJ-2018-066,16,2019-06-19,985700,18300200,1830020.0,16470180.0,Pending,2019-07-29,13
PRJ-2018-066,17,2019-07-19,993600,19293800,1929380.0,17364420.0,Paid,2019-08-19,13
PRJ-2018-066,20,2019-10-17,208300,19502100,1950210.0,17551890.0,Pending,2019-11-21,13
PRJ-2018-067,2,2018-03-17,7210700,7210700,721070.0,6489630.0,Paid,2018-04-20,15
PRJ-2018-067,3,2018-04-16,5250000,12460700,1246070.0,11214630.0,Pending,2018-05-14,15
PRJ-2018-067,4,2018-05-16,4991200,17451900,1745190.0,15706710.0,Paid,,15
PRJ-2018-067,5,2018-06-15,4849600,22301500,2230150.0,20071350.0,Paid,2018-07-16,15
PRJ-2018-067,6,2018-07-15,4267700,26569200,2656920.0,23912280.0,Pending,,15
PRJ-2018-067,7,2018-08-14,768100,27337300,2733730.0,24603570.0,Pending,,15
PRJ-2018-068,2,2018-04-17,812200,812200,81220.0,730980.0,Paid,,9
PRJ-2018-068,3,2018-05-17,1007400,1819600,181960.0,1637640.0,Paid,2018-06-11,12
PRJ-2018-068,4,2018-06-16,774100,2593700,259370.0,2334330.0,Pending,2018-07-13,15
PRJ-2018-068,5,2018-07-16,577700,3171400,317140.0,2854260.0,Approved,,15
PRJ-2018-068,6,2018-08-15,585300,3756700,375670.0,3381030.0,Paid,2018-09-11,15
PRJ-2018-068,7,2018-09-14,579800,4336500,433650.0,3902850.0,Paid,2018-10-16,15
PRJ-2018-068,8,2018-10-14,580600,4917100,491710.0,4425390.0,Pending,,15
PRJ-2018-068,9,2018-11-13,560900,5478000,547800.0,4930200.0,Paid,2018-12-16,15
PRJ-2018-068,10,2018-12-13,572000,6050000,605000.0,5445000.0,Paid,2019-01-17,15
PRJ-2018-068,11,2019-01-12,556100,6606100,660610.0,5945490.0,Paid,2019-02-20,15
PRJ-2018-068,12,2019-02-11,513600,7119700,711970.0,6407730.0,Paid,2019-03-14,15
PRJ-2018-068,13,2019-03-13,514200,7633900,763390.0,6870510.0,Paid,2019-04-10,15
PRJ-2018-068,14,2019-04-12,520600,8154500,815450.0,7339050.0,Approved,2019-05-09,14
PRJ-2018-068,15,2019-05-12,11600,8166100,816610.0,7349490.0,Pending,2019-06-20,6
PRJ-2018-068,16,2019-06-11,151000,8317100,831710.0,7485390.0,Pending,2019-07-20,13
PRJ-2018-068,17,2019-07-11,167500,8484600,848460.0,7636140.0,Pending,2019-08-05,13
PRJ-2018-069,2,2018-03-26,1809500,1809500,180950.0,1628550.0,Pending,2018-05-02,12
PRJ-2018-069,3,2018-04-25,2313600,4123100,412310.0,3710790.0,Paid,2018-06-01,15
PRJ-2018-069,4,2018-05-25,1336600,5459700,545970.0,4913730.0,Paid,2018-06-19,15
PRJ-2018-069,5,2018-06-24,1343300,6803000,680300.0,6122700.0,Paid,2018-07-25,15
PRJ-2018-069,6,2018-07-24,1294700,8097700,809770.0,7287930.0,Paid,2018-08-26,15
PRJ-2018-069,7,2018-08-23,1266700,9364400,936440.0,8427960.0,Pending,2018-09-19,15
PRJ-2018-069,8,2018-09-22,1289600,10654000,1065400.0,9588600.0,Paid,2018-10-30,15
PRJ-2018-069,9,2018-10-22,1323600,11977600,1197760.0,10779840.0,Paid,2018-11-16,15
PRJ-2018-069,10,2018-11-21,1122100,13099700,1309970.0,11789730.0,Paid,,15
PRJ-2018-069,11,2018-12-21,1158500,14258200,1425820.0,12832380.0,Paid,2019-01-18,15
PRJ-2018-069,12,2019-01-20,1126200,15384400,1538440.0,13845960.0,Approved,2019-02-15,15
PRJ-2018-069,14,2019-03-21,124300,15508700,1550870.0,13957830.0,Pending,2019-04-23,13
PRJ-2018-070,2,2018-05-03,1480700,1480700,148070.0,1332630.0,Paid,,9
PRJ-2018-070,3,2018-06-02,2014800,3495500,349550.0,3145950.0,Paid,,12
PRJ-2018-070,4,2018-07-02,1203500,4699000,469900.0,4229100.0,Approved,,15
PRJ-2018-070,5,2018-08-01,1090600,5789600,578960.0,5210640.0,Paid,,15
PRJ-2018-070,6,2018-08-31,1126400,6916000,691600.0,6224400.0,Paid,2018-10-09,15
PRJ-2018-070,7,2018-09-30,1121700,8037700,803770.0,7233930.0,Paid,2018-11-07,15
PRJ-2018-070,8,2018-10-30,1108400,9146100,914610.0,8231490.0,Approved,2018-11-29,15
PRJ-2018-070,9,2018-11-29,1088900,10235000,1023500.0,9211500.0,Paid,2019-01-04,15
PRJ-2018-070,10,2018-12-29,1065000,11300000,1130000.0,10170000.0,Paid,2019-02-01,15
PRJ-2018-070,11,2019-01-28,981500,12281500,1228150.0,11053350.0,Paid,2019-02-28,15
PRJ-2018-070,12,2019-02-27,963700,13245200,1324520.0,11920680.0,Approved,2019-04-04,15
PRJ-2018-070,13,2019-03-29,317400,13562600,1356260.0,12206340.0,Paid,,13
PRJ-2018-070,14,2019-04-28,315100,13877700,1387770.0,12489930.0,Pending,,13
PRJ-2018-070,15,2019-05-28,333900,14211600,1421160.0,12790440.0,Pending,2019-07-07,13
PRJ-2018-071,2,2018-04-20,3076900,3076900,307690.0,2769210.0,Approved,,9
PRJ-2018-071,3,2018-05-20,3759800,6836700,683670.0,6153030.0,Pending,2018-06-22,12
PRJ-2018-071,4,2018-06-19,2450900,9287600,928760.0,8358840.0,Paid,2018-07-17,15
PRJ-2018-071,5,2018-07-19,2257900,11545500,1154550.0,10390950.0,Approved,2018-08-20,15
PRJ-2018-071,6,2018-08-18,2198100,13743600,1374360.0,12369240.0,Paid,2018-09-25,15
PRJ-2018-071,7,2018-09-17,2124000,15867600,1586760.0,14280840.0,Paid,2018-10-25,15
PRJ-2018-071,8,2018-10-17,2186900,18054500,1805450.0,16249050.0,Paid,2018-11-15,15
PRJ-2018-071,9,2018-11-16,2217200,20271700,2027170.0,18244530.0,Paid,2018-12-26,15
PRJ-2018-071,10,2018-12-16,2111800,22383500,2238350.0,20145150.0,Paid,2019-01-24,15
PRJ-2018-071,11,2019-01-15,1931100,24314600,2431460.0,21883140.0,Pending,2019-02-24,15
PRJ-2018-071,12,2019-02-14,1781300,26095900,2609590.0,23486310.0,Pending,2019-03-21,14
PRJ-2018-071,13,2019-03-16,568000,26663900,2666390.0,23997510.0,Pending,2019-04-21,13
PRJ-2018-071,14,2019-04-15,629700,27293600,2729360.0,24564240.0,Pending,2019-05-22,13
PRJ-2018-071,15,2019-05-15,610200,27903800,2790380.0,25113420.0,Pending,2019-06-14,13
PRJ-2018-072,2,2018-03-07,3466300,3466300,346630.0,3119670.0,Pending,2018-04-06,12
PRJ-2018-072,3,2018-04-06,2787700,6254000,625400.0,5628600.0,Paid,,15
PRJ-2018-072,4,2018-05-06,2306600,8560600,856060.0,7704540.0,Approved,,15
PRJ-2018-072,5,2018-06-05,2337000,10897600,1089760.0,9807840.0,Paid,2018-07-04,15
PRJ-2018-072,6,2018-07-05,2416000,13313600,1331360.0,11982240.0,Paid,2018-07-31,15
PRJ-2018-072,7,2018-08-04,1930100,15243700,1524370.0,13719330.0,Paid,2018-09-08,15
PRJ-2018-072,8,2018-09-03,1062300,16306000,1630600.0,14675400.0,Pending,2018-10-07,15
PRJ-2018-072,9,2018-10-03,717900,17023900,1702390.0,15321510.0,Pending,2018-11-05,15
PRJ-2018-073,2,2018-03-08,1453800,1453800,145380.0,1308420.0,Approved,2018-04-07,15
PRJ-2018-073,3,2018-04-07,1083700,2537500,253750.0,2283750.0,Pending,,15
PRJ-2018-073,4,2018-05-07,992400,3529900,352990.0,3176910.0,Paid,2018-06-08,15
PRJ-2018-073,5,2018-06-06,964900,4494800,449480.0,4045320.0,Paid,,15
PRJ-2018-073,6,2018-07-06,858500,5353300,535330.0,4817970.0,Pending,2018-08-03,15
PRJ-2018-073,7,2018-08-05,151900,5505200,550520.0,4954680.0,Pending,2018-09-09,15
PRJ-2018-074,2,2018-04-15,569800,569800,56980.0,512820.0,Approved,,12
PRJ-2018-074,3,2018-05-15,607300,1177100,117710.0,1059390.0,Paid,2018-06-14,15
PRJ-2018-074,4,2018-06-14,421500,1598600,159860.0,1438740.0,Approved,2018-07-16,15
PRJ-2018-074,5,2018-07-14,394200,1992800,199280.0,1793520.0,Paid,2018-08-23,15
PRJ-2018-074,6,2018-08-13,398900,2391700,239170.0,2152530.0,Paid,,15
PRJ-2018-074,7,2018-09-12,395900,2787600,278760.0,2508840.0,Pending,2018-10-12,15
PRJ-2018-074,8,2018-10-12,399300,3186900,318690.0,2868210.0,Paid,2018-11-21,15
PRJ-2018-074,9,2018-11-11,346500,3533400,353340.0,3180060.0,Paid,2018-12-12,15
PRJ-2018-074,10,2018-12-11,342200,3875600,387560.0,3488040.0,Paid,2019-01-07,15
PRJ-2018-074,11,2019-01-10,39200,3914800,391480.0,3523320.0,Pending,2019-02-13,13
PRJ-2018-074,12,2019-02-09,110200,4025000,402500.0,3622500.0,Pending,2019-03-09,13
PRJ-2018-075,2,2018-04-02,745200,745200,74520.0,670680.0,Pending,2018-05-08,9
PRJ-2018-075,3,2018-05-02,785900,1531100,153110.0,1377990.0,Pending,2018-05-31,12
PRJ-2018-075,4,2018-06-01,933800,2464900,246490.0,2218410.0,Pending,2018-07-08,12
PRJ-2018-075,5,2018-07-01,855300,3320200,332020.0,2988180.0,Paid,2018-08-01,15
PRJ-2018-075,6,2018-07-31,547200,3867400,386740.0,3480660.0,Paid,2018-08-28,15
PRJ-2018-075,7,2018-08-30,505900,4373300,437330.0,3935970.0,Paid,2018-09-24,15
PRJ-2018-075,8,2018-09-29,520200,4893500,489350.0,4404150.0,Paid,,15
PRJ-2018-075,9,2018-10-29,515400,5408900,540890.0,4868010.0,Paid,2018-11-30,15
PRJ-2018-075,10,2018-11-28,503400,5912300,591230.0,5321070.0,Paid,2019-01-07,15
PRJ-2018-075,11,2018-12-28,530500,6442800,644280.0,5798520.0,Paid,2019-02-04,15
PRJ-2018-075,12,2019-01-27,494100,6936900,693690.0,6243210.0,Paid,2019-02-22,15
PRJ-2018-075,13,2019-02-26,533100,7470000,747000.0,6723000.0,Paid,2019-03-25,15
PRJ-2018-075,14,2019-03-28,498300,7968300,796830.0,7171470.0,Paid,,15
PRJ-2018-075,15,2019-04-27,514600,8482900,848290.0,7634610.0,Approved,2019-05-25,15
PRJ-2018-075,16,2019-05-27,512300,8995200,899520.0,8095680.0,Approved,2019-07-04,15
PRJ-2018-075,17,2019-06-26,470800,9466000,946600.0,8519400.0,Paid,2019-07-31,15
PRJ-2018-075,18,2019-07-26,456500,9922500,992250.0,8930250.0,Paid,2019-08-26,15
PRJ-2018-075,19,2019-08-25,441300,10363800,1036380.0,9327420.0,Paid,2019-09-26,13
PRJ-2018-075,20,2019-09-24,444100,10807900,1080790.0,9727110.0,Approved,2019-10-25,13
PRJ-2018-075,21,2019-10-24,439200,11247100,1124710.0,10122390.0,Approved,2019-11-21,13
PRJ-2018-075,22,2019-11-23,446200,11693300,1169330.0,10523970.0,Pending,2019-12-20,13
PRJ-2018-075,25,2020-02-21,7000,11700300,1170030.0,10530270.0,Pending,2020-03-28,5
PRJ-2018-075,26,2020-03-22,123300,11823600,1182360.0,10641240.0,Pending,2020-04-30,13
PRJ-2018-076,2,2018-03-29,1218600,1218600,121860.0,1096740.0,Paid,2018-04-26,9
PRJ-2018-076,3,2018-04-28,1450700,2669300,266930.0,2402370.0,Paid,,12
PRJ-2018-076,4,2018-05-28,1610000,4279300,427930.0,3851370.0,Approved,2018-06-28,12
PRJ-2018-076,5,2018-06-27,945900,5225200,522520.0,4702680.0,Approved,,15
PRJ-2018-076,6,2018-07-27,859800,6085000,608500.0,5476500.0,Approved,2018-08-30,15
PRJ-2018-076,7,2018-08-26,895800,6980800,698080.0,6282720.0,Paid,,15
PRJ-2018-076,8,2018-09-25,884100,7864900,786490.0,7078410.0,Paid,,15
PRJ-2018-076,9,2018-10-25,871100,8736000,873600.0,7862400.0,Paid,2018-12-04,15
PRJ-2018-076,10,2018-11-24,862700,9598700,959870.0,8638830.0,Paid,2019-01-03,15
PRJ-2018-076,11,2018-12-24,871800,10470500,1047050.0,9423450.0,Paid,2019-01-28,15
PRJ-2018-076,12,2019-01-23,870500,11341000,1134100.0,10206900.0,Paid,2019-02-25,15
PRJ-2018-076,13,2019-02-22,880200,12221200,1222120.0,10999080.0,Paid,,15
PRJ-2018-076,14,2019-03-24,838700,13059900,1305990.0,11753910.0,Approved,2019-04-26,15
PRJ-2018-076,15,2019-04-23,744500,13804400,1380440.0,12423960.0,Approved,2019-05-21,15
PRJ-2018-076,16,2019-05-23,771900,14576300,1457630.0,13118670.0,Paid,2019-06-26,13
PRJ-2018-076,17,2019-06-22,765600,15341900,1534190.0,13807710.0,Paid,,13
PRJ-2018-076,18,2019-07-22,45200,15387100,1538710.0,13848390.0,Approved,2019-08-30,12
PRJ-2018-076,19,2019-08-21,229600,15616700,1561670.0,14055030.0,Paid,2019-09-17,13
PRJ-2018-076,20,2019-09-20,253300,15870000,1587000.0,14283000.0,Pending,,13
PRJ-2018-076,21,2019-10-20,251600,16121600,1612160.0,14509440.0,Pending,2019-11-17,13
PRJ-2018-077,2,2018-04-18,554100,554100,55410.0,498690.0,Paid,,12
PRJ-2018-077,3,2018-05-18,711100,1265200,126520.0,1138680.0,Paid,2018-06-24,15
PRJ-2018-077,4,2018-06-17,424400,1689600,168960.0,1520640.0,Pending,2018-07-19,15
PRJ-2018-077,5,2018-07-17,410900,2100500,210050.0,1890450.0,Paid,2018-08-17,15
PRJ-2018-077,6,2018-08-16,405400,2505900,250590.0,2255310.0,Pending,2018-09-15,15
PRJ-2018-077,7,2018-09-15,408000,2913900,291390.0,2622510.0,Approved,2018-10-25,15
PRJ-2018-077,8,2018-10-15,407200,3321100,332110.0,2988990.0,Pending,2018-11-19,15
PRJ-2018-077,9,2018-11-14,407300,3728400,372840.0,3355560.0,Approved,2018-12-09,15
PRJ-2018-077,10,2018-12-14,365400,4093800,409380.0,3684420.0,Approved,2019-01-18,15
PRJ-2018-077,11,2019-01-13,358400,4452200,445220.0,4006980.0,Paid,2019-02-13,15
PRJ-2018-077,12,2019-02-12,358800,4811000,481100.0,4329900.0,Approved,2019-03-14,13
PRJ-2018-077,14,2019-04-13,56200,4867200,486720.0,4380480.0,Pending,,13
PRJ-2018-078,2,2018-03-22,703500,703500,70350.0,633150.0,Approved,2018-04-22,9
PRJ-2018-078,3,2018-04-21,780700,1484200,148420.0,1335780.0,Paid,2018-05-20,12
PRJ-2018-078,4,2018-05-21,787900,2272100,227210.0,2044890.0,Paid,2018-06-19,15
PRJ-2018-078,5,2018-06-20,505700,2777800,277780.0,2500020.0,Paid,2018-07-21,15
PRJ-2018-078,6,2018-07-20,479400,3257200,325720.0,2931480.0,Approved,2018-08-16,15
PRJ-2018-078,7,2018-08-19,497500,3754700,375470.0,3379230.0,Paid,,15
PRJ-2018-078,8,2018-09-18,503500,4258200,425820.0,3832380.0,Pending,2018-10-20,15
PRJ-2018-078,9,2018-10-18,486100,4744300,474430.0,4269870.0,Approved,2018-11-26,15
PRJ-2018-078,10,2018-11-17,494300,5238600,523860.0,4714740.0,Paid,2018-12-18,15
PRJ-2018-078,11,2018-12-17,486000,5724600,572460.0,5152140.0,Pending,2019-01-11,15
PRJ-2018-078,12,2019-01-16,502200,6226800,622680.0,5604120.0,Paid,2019-02-18,15
PRJ-2018-078,13,2019-02-15,438400,6665200,666520.0,5998680.0,Paid,2019-03-16,15
PRJ-2018-078,14,2019-03-17,427900,7093100,709310.0,6383790.0,Paid,2019-04-11,15
PRJ-2018-078,15,2019-04-16,434800,7527900,752790.0,6775110.0,Paid,2019-05-20,14
PRJ-2018-078,16,2019-05-16,439000,7966900,796690.0,7170210.0,Approved,,13
PRJ-2018-078,18,2019-07-15,5600,7972500,797250.0,7175250.0,Pending,2019-08-13,6
PRJ-2018-078,19,2019-08-14,134600,8107100,810710.0,7296390.0,Pending,2019-09-17,13
PRJ-2018-079,2,2018-05-03,1390100,1390100,139010.0,1251090.0,Paid,,9
PRJ-2018-079,3,2018-06-02,1710800,3100900,310090.0,2790810.0,Paid,,12
PRJ-2018-079,4,2018-07-02,1511900,4612800,461280.0,4151520.0,Paid,2018-07-28,15
PRJ-2018-079,5,2018-08-01,1027200,5640000,564000.0,5076000.0,Paid,2018-08-28,15
PRJ-2018-079,6,2018-08-31,1058200,6698200,669820.0,6028380.0,Paid,2018-10-02,15
PRJ-2018-079,7,2018-09-30,1021200,7719400,771940.0,6947460.0,Paid,2018-10-27,15
PRJ-2018-079,8,2018-10-30,1019700,8739100,873910.0,7865190.0,Approved,2018-11-29,15
