project_id,delivery_id,date,sov_line_id,material_category,item_description,quantity,unit,unit_cost,total_cost,po_number,vendor,received_by,condition_notes
PRJ-2018-037,DEL-037-28299e,2019-09-11,PRJ-2018-037-SOV-12,Insulation,Vapor Barrier Tape,41,EA,3374.4,138350.36,PO-53010,Winsupply,K. Thompson,Minor packaging damage - product OK
PRJ-2018-037,DEL-037-ea1a1f,2019-09-24,PRJ-2018-037-SOV-11,Controls,Actuator 24V,84,EA,806.92,67781.61,PO-30517,RE Michel,J. Martinez,Minor packaging damage - product OK
PRJ-2018-037,DEL-037-4c11cb,2019-09-27,PRJ-2018-037-SOV-05,piping,"Black Steel Sch40 4""",464,LF,81.37,37754.84,PO-33323,Carrier Enterprise,M. Chen,Good condition
PRJ-2018-037,DEL-037-93e3cb,2019-10-03,PRJ-2018-037-SOV-05,Piping,Refrigerant R-410A,17,EA,2841.85,48311.46,PO-68419,RE Michel,K. Thompson,Good condition
PRJ-2018-037,DEL-037-f0b921,2019-10-14,PRJ-2018-037-SOV-10,Controls,Damper Motor,45,EA,3814.53,171653.98,PO-70642,Winsupply,M. Chen,Good condition
PRJ-2018-037,DEL-037-4ba50b,2019-10-18,PRJ-2018-037-SOV-11,Controls,"Control Valve 2""",7,EA,5284.13,36988.93,PO-52669,RE Michel,K. Thompson,Minor packaging damage - product OK
PRJ-2018-037,DEL-037-696bb7,2019-10-20,PRJ-2018-037-SOV-12,INSULATION,"Pipe Insulation 2"" Armaflex",416,LF,289.2,120308.87,PO-62078,ACR Group,R. Williams,Minor packaging damage - product OK
PRJ-2018-037,DEL-037-666321,2019-11-08,PRJ-2018-037-SOV-10,Controls,VAV Controller,29,EA,5710.75,165611.66,PO-13290,Ferguson Supply,J. Martinez,Good condition
PRJ-2018-037,DEL-037-8e76d2,2019-12-13,PRJ-2018-037-SOV-12,Insulation,"Pipe Insulation 1"" Armaflex",475,LF,20.91,9929.96,PO-64842,Winsupply,D. Patel,Good condition
PRJ-2018-037,DEL-037-d1deb6,2019-12-16,PRJ-2018-037-SOV-12,INSULATION,"Pipe Insulation 1"" Armaflex",648,L.F.,188.13,121908.34,PO-55435,ACR Group,D. Patel,Good condition
PRJ-2018-037,DEL-037-ae79ef,2020-01-26,PRJ-2018-037-SOV-11,Controls,VAV Controller,28,EA,655.51,18354.15,PO-63126,Johnstone Supply,K. Thompson,Minor packaging damage - product OK
PRJ-2018-037,DEL-037-f94dae,2020-02-04,PRJ-2018-037-SOV-11,Controls,Pressure Sensor,63,each,1224.39,77136.85,PO-74337,Carrier Enterprise,R. Williams,Partial shipment - backorder pending
PRJ-2018-037,DEL-037-10cc42,2020-03-15,PRJ-2018-037-SOV-12,Insulation,Vapor Barrier Tape,35,EA,4973.21,174062.21,PO-24858,Carrier Enterprise,J. Martinez,Partial shipment - backorder pending
PRJ-2018-038,DEL-038-e8e93b,2018-04-11,PRJ-2018-038-SOV-04,Ductwork,Hanging Hardware,32,EA,5760.6,184339.1,PO-97035,ACR Group,D. Patel,Minor packaging damage - product OK
PRJ-2018-038,DEL-038-6b07fa,2018-04-28,PRJ-2018-038-SOV-03,Ductwork,"Spiral Duct 24""",112,LF,635.66,71193.97,PO-87180,Johnstone Supply,D. Patel,Good condition
PRJ-2018-038,DEL-038-ab6b0a,2018-05-04,PRJ-2018-038-SOV-03,Ductwork,Duct Sealant,468,LF,112.79,52786.49,PO-60500,Ferguson Supply,K. Thompson,Good condition
PRJ-2018-038,DEL-038-8832aa,2018-05-13,PRJ-2018-038-SOV-05,Piping,"Copper Type L 2""",264,LF,1106.86,292209.93,PO-12338,ACR Group,R. Williams,Good condition
PRJ-2018-038,DEL-038-7a978b,2018-05-15,PRJ-2018-038-SOV-08,Equip.,Chiller 200-Ton,1,Each,206411.45,206411.45,PO-63308,Winsupply,M. Chen,Minor packaging damage - product OK
PRJ-2018-038,DEL-038-68d70a,2018-05-20,PRJ-2018-038-SOV-07,Equipment,FCU 2-Pipe,533,LF,170.15,90691.12,PO-24046,Johnstone Supply,M. Chen,Good condition
PRJ-2018-038,DEL-038-fb2e8b,2018-06-04,PRJ-2018-038-SOV-06,Piping,"Copper Type L 2""",831,lin ft,27.71,23028.73,PO-60256,ACR Group,J. Martinez,Partial shipment - backorder pending
PRJ-2018-038,DEL-038-407614,2018-06-11,PRJ-2018-038-SOV-08,Equipment,"VAV Box 12""",18,EA,1376.77,24781.82,PO-83386,RE Michel,M. Chen,Minor packaging damage - product OK
PRJ-2018-038,DEL-038-9f6e37,2018-06-13,PRJ-2018-038-SOV-09,Equipment,Split System 3-Ton,8,EA,6531.0,52247.97,PO-40232,Carrier Enterprise,J. Martinez,Good condition
PRJ-2018-038,DEL-038-fdaa40,2018-06-14,PRJ-2018-038-SOV-08,Equipment,RTU 15-Ton,1,EA,57819.36,57819.36,PO-94859,Johnstone Supply,K. Thompson,Minor packaging damage - product OK
PRJ-2018-038,DEL-038-4e2dee,2018-06-17,PRJ-2018-038-SOV-09,Equipment,FCU 2-Pipe,103,L.F.,1443.37,148667.55,PO-46667,Ferguson Supply,K. Thompson,Good condition
PRJ-2018-038,DEL-038-fa4250,2018-06-21,PRJ-2018-038-SOV-03,Ductwork,Galvanized Sheet Metal 22ga,39,SHEET,1030.81,40201.55,PO-82484,Carrier Enterprise,R. Williams,Partial shipment - backorder pending
PRJ-2018-038,DEL-038-c09239,2018-06-26,PRJ-2018-038-SOV-03,Ductwork,"Flex Duct 12""",260,LF,18.15,4718.92,PO-43897,Ferguson Supply,M. Chen,Minor packaging damage - product OK
PRJ-2018-038,DEL-038-eee33d,2018-06-29,PRJ-2018-038-SOV-03,Ductwork,"Flex Duct 10""",75,LF,822.04,61652.9,PO-73314,ACR Group,M. Chen,Good condition
PRJ-2018-038,DEL-038-c30af6,2018-06-30,PRJ-2018-038-SOV-08,Equipment,RTU 25-Ton,4,EA,32308.53,129234.13,PO-37002,ACR Group,M. Chen,Good condition
PRJ-2018-038,DEL-038-6cb1a1,2018-07-05,PRJ-2018-038-SOV-04,Ductwork,"Flex Duct 10""",261,LF,838.74,218910.21,PO-49144,Winsupply,D. Patel,Good condition
PRJ-2018-038,DEL-038-5e2e83,2018-07-05,PRJ-2018-038-SOV-04,Ductwork,"Flex Duct 12""",295,LF,103.76,30610.17,PO-41864,Carrier Enterprise,D. Patel,Good condition
PRJ-2018-038,DEL-038-a79fd1,2018-07-12,PRJ-2018-038-SOV-09,Equipment,RTU 25-Ton,4,EA,32739.39,130957.56,PO-63626,ACR Group,D. Patel,Good condition
PRJ-2018-038,DEL-038-f7ae40,2018-07-15,PRJ-2018-038-SOV-03,Ductwork,Galvanized Sheet Metal 20ga,48,SHEET,908.86,43625.27,PO-30195,Johnstone Supply,J. Martinez,Good condition
PRJ-2018-038,DEL-038-5a354f,2018-07-17,PRJ-2018-038-SOV-09,Equip.,FCU 4-Pipe,579,LF,4.11,2381.93,PO-20698,Winsupply,M. Chen,Minor packaging damage - product OK
PRJ-2018-038,DEL-038-697861,2018-07-31,PRJ-2018-038-SOV-07,Equipment,FCU 4-Pipe,148,lf,849.71,125757.67,PO-99967,Ferguson Supply,M. Chen,Good condition
PRJ-2018-038,DEL-038-53d7cc,2018-08-06,PRJ-2018-038-SOV-12,Insulation,"Pipe Insulation 2"" Armaflex",138,LF,18.43,2543.46,PO-41054,Johnstone Supply,J. Martinez,Good condition
PRJ-2018-038,DEL-038-1d3ce6,2018-08-09,PRJ-2018-038-SOV-08,Equipment,Chiller 200-Ton,4,EA,40457.66,161830.64,PO-84016,Johnstone Supply,K. Thompson,Good condition
PRJ-2018-038,DEL-038-34201a,2018-08-11,PRJ-2018-038-SOV-11,CONTROLS,Damper Motor,46,EA,365.93,16832.56,PO-32353,Ferguson Supply,K. Thompson,Good condition
PRJ-2018-038,DEL-038-a4341e,2018-08-12,PRJ-2018-038-SOV-12,Insulation,Fiberglass Duct Wrap R-8,363,LF,51.09,18545.68,PO-47045,Johnstone Supply,D. Patel,Minor packaging damage - product OK
PRJ-2018-038,DEL-038-37e3a8,2018-08-13,PRJ-2018-038-SOV-06,Piping,"Copper Type L 2""",174,LF,360.49,62724.99,PO-40111,Johnstone Supply,D. Patel,Good condition
PRJ-2018-038,DEL-038-fae979,2018-08-13,PRJ-2018-038-SOV-09,Equipment,"VAV Box 12""",36,EA,2811.52,101214.71,PO-83216,Ferguson Supply,R. Williams,Good condition
PRJ-2018-038,DEL-038-e3d146,2018-08-17,PRJ-2018-038-SOV-08,Equipment,Boiler 2000MBH,4,EA,69090.63,276362.51,PO-77989,Ferguson Supply,D. Patel,Good condition
PRJ-2018-038,DEL-038-59d0e7,2018-08-18,PRJ-2018-038-SOV-12,Insulation,Fiberglass Duct Wrap R-8,284,LF,7.76,2203.88,PO-66655,Johnstone Supply,J. Martinez,Good condition
PRJ-2018-038,DEL-038-37df75,2018-08-21,PRJ-2018-038-SOV-12,insul,"Pipe Insulation 1"" Armaflex",371,LF,133.95,49697.0,PO-56059,Johnstone Supply,J. Martinez,Partial shipment - backorder pending
PRJ-2018-038,DEL-038-2d4b63,2018-08-26,PRJ-2018-038-SOV-08,Equipment,RTU 25-Ton,2,PC,33688.48,67376.96,PO-66670,Ferguson Supply,K. Thompson,Good condition
PRJ-2018-038,DEL-038-3df5a0,2018-08-28,PRJ-2018-038-SOV-07,Equipment,RTU 25-Ton,1,EA,150742.7,150742.7,PO-28845,ACR Group,J. Martinez,Good condition
PRJ-2018-038,DEL-038-50f0df,2018-08-29,PRJ-2018-038-SOV-11,Control,VAV Controller,15,EA,2807.3,42109.57,PO-27216,Winsupply,J. Martinez,Partial shipment - backorder pending
PRJ-2018-038,DEL-038-4fb8af,2018-08-31,PRJ-2018-038-SOV-07,Equipment,RTU 25-Ton,4,EA,66865.83,267463.3,PO-26448,Winsupply,J. Martinez,Good condition
PRJ-2018-038,DEL-038-3801ec,2018-09-01,PRJ-2018-038-SOV-05,Piping,Pipe Hangers Assorted,846,Lin Ft,52.28,44226.95,PO-99710,Winsupply,M. Chen,Good condition
PRJ-2018-038,DEL-038-159177,2018-09-02,PRJ-2018-038-SOV-12,Insulation,Fiberglass Duct Liner R-6,202,LF,83.52,16871.83,PO-71692,ACR Group,J. Martinez,Minor packaging damage - product OK
PRJ-2018-038,DEL-038-0e9a81,2018-09-03,PRJ-2018-038-SOV-06,piping,"Copper Type L 1""",662,LF,0.52,341.15,PO-32375,Ferguson Supply,M. Chen,Good condition
PRJ-2018-038,DEL-038-a3b891,2018-09-07,PRJ-2018-038-SOV-10,Controls,"Control Valve 1""",32,EA,10.04,321.34,PO-19459,Ferguson Supply,K. Thompson,Good condition
PRJ-2018-038,DEL-038-28cbeb,2018-09-07,PRJ-2018-038-SOV-11,CONTROLS,Temp Sensor,21,E.A.,2191.23,46015.89,PO-15109,Johnstone Supply,K. Thompson,Good condition
PRJ-2018-038,DEL-038-9aef88,2018-09-10,PRJ-2018-038-SOV-06,Piping,Pipe Hangers Assorted,546,LF,5.6,3058.9,PO-43224,Carrier Enterprise,J. Martinez,Good condition
PRJ-2018-038,DEL-038-b369cb,2018-09-15,PRJ-2018-038-SOV-11,Controls,Damper Motor,49,EA,387.33,18979.01,PO-41025,Winsupply,D. Patel,Minor packaging damage - product OK
PRJ-2018-038,DEL-038-85402a,2018-09-16,PRJ-2018-038-SOV-07,Equipment,"VAV Box 16""",23,EA,13831.73,318129.76,PO-26816,ACR Group,J. Martinez,Good condition
PRJ-2018-038,DEL-038-5dc7c8,2018-09-24,PRJ-2018-038-SOV-09,Equipment,Chiller 200-Ton,3,EA,43222.26,129666.78,PO-52482,RE Michel,J. Martinez,Partial shipment - backorder pending
PRJ-2018-038,DEL-038-863e1b,2018-09-26,PRJ-2018-038-SOV-10,CONTROLS,Actuator 24V,71,EA,201.86,14332.3,PO-23495,Johnstone Supply,M. Chen,Minor packaging damage - product OK
PRJ-2018-038,DEL-038-14052c,2018-10-01,PRJ-2018-038-SOV-06,Piping,Brazing Alloy,25,EA,1095.5,27387.48,PO-34047,Carrier Enterprise,K. Thompson,Good condition
PRJ-2018-038,DEL-038-8df286,2018-10-03,PRJ-2018-038-SOV-05,pipe,"PVC Sch40 4""",32,EA,404.63,12948.17,PO-28979,RE Michel,R. Williams,Minor packaging damage - product OK
PRJ-2018-038,DEL-038-ec2e5c,2018-10-03,PRJ-2018-038-SOV-10,Controls,VAV Controller,33,ea,2878.28,94983.36,PO-75717,Ferguson Supply,D. Patel,Minor packaging damage - product OK
PRJ-2018-038,DEL-038-a4e18c,2018-10-12,PRJ-2018-038-SOV-06,Piping,"Black Steel Sch40 4""",124,LF,365.0,45260.02,PO-80299,RE Michel,D. Patel,Good condition
PRJ-2018-038,DEL-038-755fe4,2018-10-22,PRJ-2018-038-SOV-06,Piping,Flux,44,EA,610.26,26851.61,PO-59053,ACR Group,M. Chen,Partial shipment - backorder pending
PRJ-2018-038,DEL-038-7b609d,2018-10-22,PRJ-2018-038-SOV-11,Controls/BAS,BACnet Gateway,10,EA,1927.73,19277.31,PO-87826,Ferguson Supply,K. Thompson,Good condition
PRJ-2018-038,DEL-038-882b62,2018-10-26,PRJ-2018-038-SOV-12,insul,Vapor Barrier Tape,10,ea,4024.54,40245.37,PO-40211,Johnstone Supply,D. Patel,Good condition
PRJ-2018-038,DEL-038-a91046,2018-11-01,PRJ-2018-038-SOV-11,Controls,Damper Motor,11,EA,1192.28,13115.12,PO-34391,Winsupply,K. Thompson,Minor packaging damage - product OK
PRJ-2018-038,DEL-038-29effa,2018-11-17,PRJ-2018-038-SOV-10,Controls,"Control Valve 1""",22,EA,281.76,6198.66,PO-88574,Winsupply,M. Chen,Good condition
PRJ-2018-038,DEL-038-fd5200,2018-11-18,PRJ-2018-038-SOV-11,Controls,BACnet Gateway,44,EA,15.56,684.51,PO-40355,RE Michel,K. Thompson,Good condition
PRJ-2018-038,DEL-038-f3a47a,2018-11-21,PRJ-2018-038-SOV-11,Controls,DDC Controller,70,EA,191.12,13378.33,PO-17959,Winsupply,M. Chen,Good condition
PRJ-2018-038,DEL-038-6b1fab,2018-12-01,PRJ-2018-038-SOV-12,Insulation,Fiberglass Duct Wrap R-8,413,L.F.,24.29,10030.81,PO-74017,RE Michel,J. Martinez,Minor packaging damage - product OK
PRJ-2018-038,DEL-038-02f26f,2018-12-25,PRJ-2018-038-SOV-10,Controls,Temp Sensor,90,each,913.95,82255.13,PO-89408,Ferguson Supply,J. Martinez,Good condition
PRJ-2018-038,DEL-038-eed38d,2018-12-29,PRJ-2018-038-SOV-10,Controls,"Control Valve 2""",50,EA,1815.55,90777.51,PO-78828,Winsupply,K. Thompson,Good condition
PRJ-2018-038,DEL-038-d381a9,2019-01-03,PRJ-2018-038-SOV-10,Controls,Actuator 24V,10,EA,4712.29,47122.95,PO-10079,ACR Group,R. Williams,Good condition
PRJ-2018-039,DEL-039-f51734,2018-03-17,PRJ-2018-039-SOV-04,Ductwork,"Spiral Duct 12""",52,LF,933.07,48519.79,PO-91667,Winsupply,R. Williams,Partial shipment - backorder pending
PRJ-2018-039,DEL-039-e1cb4b,2018-03-20,PRJ-2018-039-SOV-03,Ductwork,Galvanized Sheet Metal 20ga,37,SHEET,935.66,34619.27,PO-80967,Winsupply,K. Thompson,Partial shipment - backorder pending
PRJ-2018-039,DEL-039-e8196f,2018-04-23,PRJ-2018-039-SOV-03,Ductwork,"Spiral Duct 24""",498,LF,17.74,8834.21,PO-99762,Ferguson Supply,D. Patel,Good condition
PRJ-2018-039,DEL-039-14a422,2018-04-26,PRJ-2018-039-SOV-04,Ductwork,"Flex Duct 10""",99,LF,480.58,47577.65,PO-83765,Carrier Enterprise,J. Martinez,Good condition
PRJ-2018-039,DEL-039-1c2519,2018-04-30,PRJ-2018-039-SOV-03,Ductwork,Galvanized Sheet Metal 22ga,78,SHEET,560.5,43719.07,PO-13616,Johnstone Supply,K. Thompson,Partial shipment - backorder pending
PRJ-2018-039,DEL-039-8b736b,2018-05-01,PRJ-2018-039-SOV-03,Ductwork,"Flex Duct 10""",399,LF,122.89,49032.53,PO-11554,Winsupply,J. Martinez,Good condition
PRJ-2018-039,DEL-039-1e53c1,2018-05-07,PRJ-2018-039-SOV-03,DUCTWORK,Hanging Hardware,14,EA,1322.19,18510.62,PO-39713,ACR Group,K. Thompson,Good condition
PRJ-2018-039,DEL-039-d91e12,2018-05-20,PRJ-2018-039-SOV-04,Ductwork,Galvanized Sheet Metal 22ga,51,SHEET,179.18,9138.25,PO-11912,Winsupply,M. Chen,Good condition
PRJ-2018-039,DEL-039-86ac26,2018-05-25,PRJ-2018-039-SOV-03,ductwork,Galvanized Sheet Metal 20ga,58,SHEET,576.1,33414.03,PO-79177,Ferguson Supply,R. Williams,Good condition
PRJ-2018-039,DEL-039-0758bc,2018-05-27,PRJ-2018-039-SOV-08,Equipment,FCU 4-Pipe,279,LF,469.3,130935.35,PO-88283,Ferguson Supply,R. Williams,Good condition
PRJ-2018-039,DEL-039-c4a422,2018-06-11,PRJ-2018-039-SOV-09,Equipment,"VAV Box 12""",25,EA,9629.46,240736.51,PO-75717,Ferguson Supply,R. Williams,Good condition
PRJ-2018-039,DEL-039-aedac3,2018-06-20,PRJ-2018-039-SOV-05,piping,"PVC Sch40 4""",30,EA,86.25,2587.5,PO-91202,Ferguson Supply,J. Martinez,Good condition
PRJ-2018-039,DEL-039-c3feed,2018-06-26,PRJ-2018-039-SOV-07,Equipment,RTU 25-Ton,3,EA,34823.39,104470.18,PO-25139,Carrier Enterprise,M. Chen,Good condition
PRJ-2018-039,DEL-039-d56ddb,2018-07-05,PRJ-2018-039-SOV-03,Ductwork,Galvanized Sheet Metal 22ga,41,SHEET,231.7,9499.76,PO-17774,Johnstone Supply,J. Martinez,Good condition
PRJ-2018-039,DEL-039-439ef4,2018-07-11,PRJ-2018-039-SOV-03,Duct Work,"Flex Duct 8""",327,LF,86.37,28244.12,PO-34810,Winsupply,J. Martinez,Partial shipment - backorder pending
PRJ-2018-039,DEL-039-e5eff2,2018-07-17,PRJ-2018-039-SOV-05,Piping,Pipe Hangers Assorted,792,LF,32.52,25757.37,PO-51806,Winsupply,R. Williams,Good condition
PRJ-2018-039,DEL-039-cce46a,2018-07-18,PRJ-2018-039-SOV-08,Equipment,"VAV Box 16""",26,EA,2577.13,67005.34,PO-45370,Winsupply,J. Martinez,Good condition
PRJ-2018-039,DEL-039-aef503,2018-07-19,PRJ-2018-039-SOV-07,EQUIPMENT,AHU Custom,1,EA,132513.86,132513.86,PO-60739,ACR Group,K. Thompson,Good condition
PRJ-2018-039,DEL-039-9a5a3f,2018-08-12,PRJ-2018-039-SOV-05,pipe,"Copper Type L 1""",150,LF,192.85,28927.12,PO-24734,ACR Group,J. Martinez,Good condition
PRJ-2018-039,DEL-039-a21531,2018-08-16,PRJ-2018-039-SOV-06,Piping,Flux,34,EA,574.37,19528.53,PO-53859,RE Michel,R. Williams,Minor packaging damage - product OK
PRJ-2018-039,DEL-039-b5170f,2018-08-20,PRJ-2018-039-SOV-05,Piping,Brazing Alloy,39,EA,820.57,32002.08,PO-15105,Johnstone Supply,J. Martinez,Good condition
PRJ-2018-039,DEL-039-0b2495,2018-09-03,PRJ-2018-039-SOV-04,Ductwork,Hanging Hardware,7,EA,7206.16,50443.11,PO-94592,RE Michel,J. Martinez,Good condition
PRJ-2018-039,DEL-039-580f71,2018-09-04,PRJ-2018-039-SOV-06,Piping,"Black Steel Sch40 2""",705,LF,26.6,18754.79,PO-76335,Ferguson Supply,R. Williams,Partial shipment - backorder pending
PRJ-2018-039,DEL-039-d9dfbb,2018-09-22,PRJ-2018-039-SOV-07,Equipment,FCU 2-Pipe,107,LF,2509.06,268469.46,PO-49861,Carrier Enterprise,K. Thompson,Good condition
PRJ-2018-039,DEL-039-bc4096,2018-09-29,PRJ-2018-039-SOV-05,Piping,"Black Steel Sch40 4""",761,LF,29.93,22777.52,PO-55986,Johnstone Supply,R. Williams,Good condition
PRJ-2018-039,DEL-039-fb4711,2018-10-11,PRJ-2018-039-SOV-07,Equipment,FCU 4-Pipe,147,LF,778.75,114476.62,PO-41473,Ferguson Supply,D. Patel,Good condition
PRJ-2018-039,DEL-039-dbdcf1,2018-10-28,PRJ-2018-039-SOV-09,Equipment,FCU 4-Pipe,340,LF,184.94,62877.94,PO-95312,Carrier Enterprise,K. Thompson,Good condition
PRJ-2018-039,DEL-039-dd1d26,2018-10-28,PRJ-2018-039-SOV-10,Controls/BAS,Damper Motor,34,EA,1175.92,39981.27,PO-22227,Johnstone Supply,D. Patel,Minor packaging damage - product OK
PRJ-2018-039,DEL-039-5b6233,2018-11-02,PRJ-2018-039-SOV-06,Piping,"Copper Type L 1""",953,LF,10.7,10201.49,PO-71570,Ferguson Supply,D. Patel,Good condition
PRJ-2018-039,DEL-039-621127,2018-11-02,PRJ-2018-039-SOV-09,Equipment,FCU 4-Pipe,468,LF,123.89,57979.73,PO-36579,ACR Group,R. Williams,Good condition
PRJ-2018-039,DEL-039-d5608e,2018-11-04,PRJ-2018-039-SOV-08,Equip.,FCU 4-Pipe,698,LF,188.91,131858.94,PO-19107,Carrier Enterprise,D. Patel,Partial shipment - backorder pending
PRJ-2018-039,DEL-039-9a0301,2018-11-14,PRJ-2018-039-SOV-11,Controls,"Control Valve 2""",27,each,313.31,8459.31,PO-49899,ACR Group,J. Martinez,Minor packaging damage - product OK
PRJ-2018-039,DEL-039-0e3e84,2018-11-30,PRJ-2018-039-SOV-05,Piping,"Black Steel Sch40 2""",572,LF,18.73,10712.45,PO-35510,Winsupply,D. Patel,Good condition
PRJ-2018-039,DEL-039-de4bea,2018-12-14,PRJ-2018-039-SOV-08,Equipment,RTU 25-Ton,1,EA,51181.99,51181.99,PO-25862,Carrier Enterprise,M. Chen,Good condition
PRJ-2018-039,DEL-039-18ff35,2018-12-14,PRJ-2018-039-SOV-11,Controls,"Control Valve 1""",34,EA,373.36,12694.39,PO-72403,ACR Group,M. Chen,Good condition
PRJ-2018-039,DEL-039-b3180b,2018-12-19,PRJ-2018-039-SOV-10,Controls,BACnet Gateway,42,EA,651.9,27379.94,PO-46977,Winsupply,K. Thompson,Good condition
PRJ-2018-039,DEL-039-04b304,2018-12-21,PRJ-2018-039-SOV-05,Piping,Pipe Hangers Assorted,529,lin ft,60.23,31859.77,PO-30759,Winsupply,K. Thompson,Good condition
PRJ-2018-039,DEL-039-3cb7b7,2019-01-10,PRJ-2018-039-SOV-06,Piping,"Copper Type L 2""",666,L.F.,19.76,13161.17,PO-68483,ACR Group,J. Martinez,Good condition
PRJ-2018-039,DEL-039-b0f108,2019-01-12,PRJ-2018-039-SOV-08,Equipment,Chiller 200-Ton,2,EA,18855.04,37710.08,PO-24046,Winsupply,D. Patel,Good condition
PRJ-2018-039,DEL-039-8c55ae,2019-01-19,PRJ-2018-039-SOV-12,Insulation,Fiberglass Duct Wrap R-8,311,LF,72.01,22396.33,PO-98108,Winsupply,K. Thompson,Good condition
PRJ-2018-039,DEL-039-e50170,2019-01-19,PRJ-2018-039-SOV-12,Insulation,"Pipe Insulation 2"" Armaflex",228,LF,77.59,17690.76,PO-80537,ACR Group,K. Thompson,Partial shipment - backorder pending
PRJ-2018-039,DEL-039-17e568,2019-02-03,PRJ-2018-039-SOV-11,Control,DDC Controller,19,EA,1221.97,23217.48,PO-76368,Johnstone Supply,M. Chen,Good condition
PRJ-2018-039,DEL-039-dd49e7,2019-02-08,PRJ-2018-039-SOV-11,Controls/BAS,DDC Controller,99,EA,110.61,10949.96,PO-62339,Carrier Enterprise,J. Martinez,Good condition
PRJ-2018-039,DEL-039-20b831,2019-02-25,PRJ-2018-039-SOV-11,Control,"Control Valve 1""",32,EA,573.25,18343.97,PO-69319,Johnstone Supply,J. Martinez,Good condition
PRJ-2018-039,DEL-039-25bb28,2019-03-05,PRJ-2018-039-SOV-12,Insulation,Fiberglass Duct Wrap R-8,439,LF,38.68,16979.3,PO-10145,RE Michel,J. Martinez,Good condition
PRJ-2018-039,DEL-039-c81644,2019-04-02,PRJ-2018-039-SOV-12,Insulation,"Pipe Insulation 1"" Armaflex",866,L.F.,15.73,13622.75,PO-48585,Winsupply,D. Patel,Partial shipment - backorder pending
PRJ-2018-039,DEL-039-79e6d9,2019-04-20,PRJ-2018-039-SOV-10,Controls,Temp Sensor,59,EA,1183.32,69816.06,PO-93757,Winsupply,K. Thompson,Good condition
PRJ-2018-039,DEL-039-211644,2019-04-26,PRJ-2018-039-SOV-11,Controls,Actuator 24V,18,EA,234.57,4222.27,PO-94646,Ferguson Supply,K. Thompson,Good condition
PRJ-2018-039,DEL-039-1a9f63,2019-04-29,PRJ-2018-039-SOV-12,Insulation,"Pipe Insulation 1"" Armaflex",254,LF,76.47,19422.84,PO-58025,Carrier Enterprise,K. Thompson,Good condition
PRJ-2018-039,DEL-039-357c1a,2019-05-09,PRJ-2018-039-SOV-12,Insulation,Fiberglass Duct Wrap R-8,100,LF,126.85,12685.29,PO-11123,Winsupply,K. Thompson,Good condition
PRJ-2018-040,DEL-040-5248c7,2018-04-19,PRJ-2018-040-SOV-04,Ductwork,Galvanized Sheet Metal 20ga,30,SHEET,2508.7,75261.09,PO-22663,Carrier Enterprise,K. Thompson,Good condition
PRJ-2018-040,DEL-040-c2188e,2018-04-20,PRJ-2018-040-SOV-03,Ductwork,Galvanized Sheet Metal 22ga,97,SHEET,864.79,83884.92,PO-20459,Ferguson Supply,R. Williams,Minor packaging damage - product OK
PRJ-2018-040,DEL-040-acfbe2,2018-05-05,PRJ-2018-040-SOV-04,Ductwork,Galvanized Sheet Metal 22ga,84,SHEET,1516.35,127373.13,PO-16805,ACR Group,D. Patel,Partial shipment - backorder pending
PRJ-2018-040,DEL-040-bdacbb,2018-05-06,PRJ-2018-040-SOV-03,Ductwork,Duct Sealant,352,L.F.,1367.42,481332.14,PO-89779,ACR Group,K. Thompson,Good condition
PRJ-2018-040,DEL-040-b495e0,2018-05-20,PRJ-2018-040-SOV-03,Ductwork,Galvanized Sheet Metal 22ga,44,SHEET,7698.09,338716.12,PO-98379,Ferguson Supply,J. Martinez,Good condition
PRJ-2018-040,DEL-040-ecc7f9,2018-06-20,PRJ-2018-040-SOV-06,Piping,"Copper Type L 1""",838,LF,65.69,55049.56,PO-11384,Ferguson Supply,D. Patel,Good condition
PRJ-2018-040,DEL-040-2ffd83,2018-06-27,PRJ-2018-040-SOV-08,Equipment,RTU 25-Ton,3,EA,145848.19,437544.57,PO-90904,Ferguson Supply,J. Martinez,Good condition
PRJ-2018-040,DEL-040-8ff74e,2018-07-29,PRJ-2018-040-SOV-04,Ductwork,"Flex Duct 8""",212,LF,645.93,136936.56,PO-78120,ACR Group,R. Williams,Good condition
PRJ-2018-040,DEL-040-ef083a,2018-07-29,PRJ-2018-040-SOV-04,Ductwork,"Flex Duct 8""",300,Lin Ft,261.11,78333.54,PO-72795,ACR Group,K. Thompson,Partial shipment - backorder pending
PRJ-2018-040,DEL-040-165ae6,2018-07-30,PRJ-2018-040-SOV-05,Piping,"Copper Type L 1.5""",724,LF,261.62,189409.47,PO-57185,Ferguson Supply,D. Patel,Good condition
PRJ-2018-040,DEL-040-e4136a,2018-08-06,PRJ-2018-040-SOV-04,Ductwork,"Flex Duct 10""",242,lin ft,131.79,31894.31,PO-45792,Johnstone Supply,D. Patel,Good condition
PRJ-2018-040,DEL-040-b99d12,2018-09-12,PRJ-2018-040-SOV-08,Equipment,RTU 25-Ton,1,EA,412478.15,412478.15,PO-20833,Carrier Enterprise,K. Thompson,Minor packaging damage - product OK
PRJ-2018-040,DEL-040-0f7fac,2018-09-13,PRJ-2018-040-SOV-07,Equip.,"VAV Box 16""",27,Each,31569.61,852379.49,PO-42734,ACR Group,M. Chen,Partial shipment - backorder pending
